"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"ethanol","0.55821","organic chemical - pharmacologic substance"
"alcohol consumption","0.27164","individual behavior"
"multiple endocrine neoplasia","0.17910","antibiotic - neoplastic process - organic chemical"
"intravenous infusion procedures","0.17612","therapeutic or preventive procedure"
"alcoholic intoxication chronic","0.15522","mental or behavioral dysfunction"
"consumption-archaic term for tb","0.10448","disease or syndrome"
"contraceptive methods","0.09552","therapeutic or preventive procedure"
"alcohol use disorder","0.08955","mental or behavioral dysfunction"
"heavy drinking","0.08955","mental or behavioral dysfunction"
"alcohol abuse","0.08358","mental or behavioral dysfunction"
"physical assessment findings","0.07164","finding"
"binge eating disorder","0.05672","mental or behavioral dysfunction"
"electrocardiogram","0.05672","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"negative finding","0.05373","finding"
"follow-up status","0.05075","finding"
"body mass index","0.05075","clinical attribute - diagnostic procedure"
"active brand of pseudoephedrine-triprolidine","0.04776","organic chemical - pharmacologic substance"
"positive finding","0.04776","finding"
"pregnancy tests","0.04478","diagnostic procedure"
"relate - vinyl resin","0.04179","organic chemical"
"pharmacologic substance","0.04179","pharmacologic substance - therapeutic or preventive procedure"
"smoker","0.04179","finding"
"moderate adverse event","0.03881","finding"
"hiv","0.03881","disease or syndrome - pharmacologic substance - virus"
"mass of body structure","0.03881","finding"
"post-traumatic stress disorder","0.03582","mental or behavioral dysfunction"
"gravidity","0.03284","finding"
"binge drinking","0.03284","individual behavior"
"anxiety disorders","0.03284","finding - mental or behavioral dysfunction"
"operative surgical procedures","0.03284","diagnostic procedure - therapeutic or preventive procedure"
"mental disorders","0.03284","mental or behavioral dysfunction"
"current drinker","0.03284","individual behavior"
"impaired cognition","0.02985","finding - mental or behavioral dysfunction"
"screening for cancer","0.02985","diagnostic procedure"
"medical history","0.02687","finding"
"contraceptives oral","0.02687","pharmacologic substance - therapeutic or preventive procedure"
"blood alcohol concentration","0.02687","antibiotic - finding - neoplastic process - organic chemical - pharmacologic substance"
"detoxification procedure","0.02388","therapeutic or preventive procedure"
"smoking","0.02388","hazardous or poisonous substance - individual behavior"
"substance abuse problem","0.02388","mental or behavioral dysfunction"
"substance use disorders","0.01791","mental or behavioral dysfunction"
"pharmaceutical preparations","0.01791","pharmacologic substance"
"depressed mood","0.01791","finding - mental or behavioral dysfunction"
"marihuana","0.01791","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"unipolar depression","0.01194","mental or behavioral dysfunction"
"infantile neuroaxonal dystrophy","0.01194","disease or syndrome"
"injury wounds","0.01194","body substance - injury or poisoning"
"withdrawal symptoms","0.01194","sign or symptom"
"allergy severity - severe","0.01194","finding"
"opioids","0.01194","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"malignant neoplasms","0.01194","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"schizophrenia","0.00896","mental or behavioral dysfunction"
"bipolar disorder","0.00896","mental or behavioral dysfunction"
"opiates","0.00896","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"major depressive disorder","0.00896","mental or behavioral dysfunction"
"alcohol problem","0.00896","mental or behavioral dysfunction"
"violence","0.00896","mental or behavioral dysfunction"
"antipsychotic agents","0.00597","pharmacologic substance"
"liver diseases","0.00597","disease or syndrome"
"drug dependence","0.00597","mental or behavioral dysfunction"
"manic","0.00597","finding - mental or behavioral dysfunction"
"psychotropic drugs","0.00597","pharmacologic substance"
"alcohol withdrawal syndrome","0.00597","disease or syndrome"
"heart","0.00299","body part, organ, or organ component - pharmacologic substance"
"caffeine","0.00299","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"psychotic disorders","0.00299","mental or behavioral dysfunction"
"panic disorder","0.00299","disease or syndrome - mental or behavioral dysfunction"
"topiramate","0.00299","organic chemical - pharmacologic substance"
"antidepressive agents","0.00299","pharmacologic substance"
"substance dependence","0.00299","mental or behavioral dysfunction"
"personality disorders","0.00299","mental or behavioral dysfunction"
"benzodiazepines","0.00299","organic chemical - pharmacologic substance"
"hypersensitivity","0.00299","clinical attribute - finding - pathologic function"
"alanine transaminase","0.00299","congenital abnormality - disease or syndrome - enzyme"
"naltrexone","0.00299","organic chemical - pharmacologic substance"
"nicotine dependence","0.00299","mental or behavioral dysfunction"
"eating disorders","0.00299","mental or behavioral dysfunction"
"hepatic","0.00299","body location or region"
