"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"ethanol","0.47761","organic chemical - pharmacologic substance"
"mental disorders","0.21194","mental or behavioral dysfunction"
"pharmacologic substance","0.20299","pharmacologic substance - therapeutic or preventive procedure"
"allergy severity - severe","0.20000","finding"
"gravidity","0.19701","finding"
"psychotic disorders","0.19104","mental or behavioral dysfunction"
"alcoholic intoxication chronic","0.18507","mental or behavioral dysfunction"
"intravenous infusion procedures","0.15821","therapeutic or preventive procedure"
"positive finding","0.13731","finding"
"bipolar disorder","0.12537","mental or behavioral dysfunction"
"suicidal","0.12239","finding"
"contraceptive methods","0.12239","therapeutic or preventive procedure"
"schizophrenia","0.12239","mental or behavioral dysfunction"
"pharmaceutical preparations","0.11940","pharmacologic substance"
"unstable status","0.11642","finding"
"hypersensitivity","0.11343","clinical attribute - finding - pathologic function"
"active brand of pseudoephedrine-triprolidine","0.10149","organic chemical - pharmacologic substance"
"physical assessment findings","0.09552","finding"
"alanine transaminase","0.09254","congenital abnormality - disease or syndrome - enzyme"
"aspartate transaminase","0.08955","enzyme"
"screening for cancer","0.08657","diagnostic procedure"
"alcohol withdrawal syndrome","0.08657","disease or syndrome"
"alcohol consumption","0.08657","individual behavior"
"depressed mood","0.08657","finding - mental or behavioral dysfunction"
"psychotropic drugs","0.08358","pharmacologic substance"
"naltrexone","0.08358","organic chemical - pharmacologic substance"
"marihuana","0.08358","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"benzodiazepines","0.08060","organic chemical - pharmacologic substance"
"opiates","0.08060","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"substance dependence","0.07761","mental or behavioral dysfunction"
"epilepsy","0.07463","disease or syndrome"
"substance abuse problem","0.07463","mental or behavioral dysfunction"
"withdrawal symptoms","0.07463","sign or symptom"
"impaired cognition","0.07463","finding - mental or behavioral dysfunction"
"opioids","0.07164","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"disulfiram","0.07164","body part, organ, or organ component - hazardous or poisonous substance - organic chemical - pharmacologic substance"
"unipolar depression","0.06269","mental or behavioral dysfunction"
"kidney","0.06269","body part, organ, or organ component"
"consumption-archaic term for tb","0.05970","disease or syndrome"
"liver diseases","0.05970","disease or syndrome"
"hypertensive disease","0.05672","biologically active substance - disease or syndrome - finding"
"nicotine dependence","0.05373","mental or behavioral dysfunction"
"drug dependence","0.05373","mental or behavioral dysfunction"
"hepatic","0.04776","body location or region"
"caffeine","0.04776","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"injury wounds","0.04776","body substance - injury or poisoning"
"anxiety disorders","0.04478","finding - mental or behavioral dysfunction"
"hiv","0.04478","disease or syndrome - pharmacologic substance - virus"
"acamprosate","0.04478","organic chemical - pharmacologic substance"
"adverse reactions","0.04478","antibiotic - biologically active substance - disease or syndrome - finding - organic chemical - pathologic function - pharmacologic substance - receptor"
"suicide attempt","0.04478","finding - mental or behavioral dysfunction"
"eating disorders","0.04179","mental or behavioral dysfunction"
"topiramate","0.04179","organic chemical - pharmacologic substance"
"craniocerebral trauma","0.04179","injury or poisoning"
"multiple endocrine neoplasia","0.04179","antibiotic - neoplastic process - organic chemical"
"panic disorder","0.03881","disease or syndrome - mental or behavioral dysfunction"
"post-traumatic stress disorder","0.03881","mental or behavioral dysfunction"
"operative surgical procedures","0.03881","diagnostic procedure - therapeutic or preventive procedure"
"medical history","0.03881","finding"
"psychoactive substances","0.03881","hazardous or poisonous substance - pharmacologic substance"
"malignant neoplasms","0.03881","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"body mass index","0.03582","clinical attribute - diagnostic procedure"
"relate - vinyl resin","0.03582","organic chemical"
"antipsychotic agents","0.03582","pharmacologic substance"
"detoxification procedure","0.03582","therapeutic or preventive procedure"
"investigational new drugs","0.03582","pharmacologic substance - therapeutic or preventive procedure"
"antidepressive agents","0.03582","pharmacologic substance"
"nervous system disorder","0.03582","disease or syndrome"
"manic","0.03284","finding - mental or behavioral dysfunction"
"violence","0.03284","mental or behavioral dysfunction"
"cocaine","0.03284","hazardous or poisonous substance - injury or poisoning - organic chemical - pharmacologic substance"
"obsessive-compulsive disorder","0.03284","disease or syndrome - mental or behavioral dysfunction"
"opiate addiction","0.03284","mental or behavioral dysfunction"
"endocrine system diseases","0.03284","disease or syndrome - finding"
"smoking","0.03284","hazardous or poisonous substance - individual behavior"
"dementia","0.03284","mental or behavioral dysfunction"
"alcohol use disorder","0.02985","mental or behavioral dysfunction"
"personality disorders","0.02985","mental or behavioral dysfunction"
"substance use disorders","0.02985","mental or behavioral dysfunction"
"electrocardiogram","0.02985","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"pregnancy tests","0.02985","diagnostic procedure"
"heart","0.02985","body part, organ, or organ component - pharmacologic substance"
"follow-up status","0.02985","finding"
"mass of body structure","0.02985","finding"
"moderate adverse event","0.02687","finding"
"major depressive disorder","0.02687","mental or behavioral dysfunction"
"alcohol problem","0.02687","mental or behavioral dysfunction"
"alcohol abuse","0.02388","mental or behavioral dysfunction"
"infantile neuroaxonal dystrophy","0.02090","disease or syndrome"
"binge eating disorder","0.01791","mental or behavioral dysfunction"
"negative finding","0.01493","finding"
"contraceptives oral","0.01493","pharmacologic substance - therapeutic or preventive procedure"
"smoker","0.01194","finding"
"binge drinking","0.00896","individual behavior"
"heavy drinking","0.00597","mental or behavioral dysfunction"
"blood alcohol concentration","0.00597","antibiotic - finding - neoplastic process - organic chemical - pharmacologic substance"
"current drinker","0.00299","individual behavior"
