"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"ethanol","0.707","organic chemical - pharmacologic substance"
"alcohol consumption","0.316","individual behavior"
"alcoholic intoxication chronic","0.301","mental or behavioral dysfunction"
"intravenous infusion procedures","0.269","therapeutic or preventive procedure"
"pharmacologic substance","0.230","pharmacologic substance - therapeutic or preventive procedure"
"mental disorders","0.227","mental or behavioral dysfunction"
"gravidity","0.224","finding"
"allergy severity - severe","0.206","finding"
"multiple endocrine neoplasia","0.200","antibiotic - neoplastic process - organic chemical"
"psychotic disorders","0.194","mental or behavioral dysfunction"
"contraceptive methods","0.185","therapeutic or preventive procedure"
"positive finding","0.182","finding"
"consumption-archaic term for tb","0.149","disease or syndrome"
"physical assessment findings","0.146","finding"
"active brand of pseudoephedrine-triprolidine","0.146","organic chemical - pharmacologic substance"
"bipolar disorder","0.134","mental or behavioral dysfunction"
"schizophrenia","0.131","mental or behavioral dysfunction"
"pharmaceutical preparations","0.128","pharmacologic substance"
"suicidal","0.122","finding"
"alcohol use disorder","0.116","mental or behavioral dysfunction"
"hypersensitivity","0.116","clinical attribute - finding - pathologic function"
"unstable status","0.116","finding"
"screening for cancer","0.113","diagnostic procedure"
"alcohol abuse","0.107","mental or behavioral dysfunction"
"depressed mood","0.101","finding - mental or behavioral dysfunction"
"impaired cognition","0.101","finding - mental or behavioral dysfunction"
"alanine transaminase","0.096","congenital abnormality - disease or syndrome - enzyme"
"heavy drinking","0.096","mental or behavioral dysfunction"
"marihuana","0.093","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"alcohol withdrawal syndrome","0.093","disease or syndrome"
"aspartate transaminase","0.090","enzyme"
"psychotropic drugs","0.090","pharmacologic substance"
"withdrawal symptoms","0.087","sign or symptom"
"body mass index","0.084","clinical attribute - diagnostic procedure"
"substance abuse problem","0.084","mental or behavioral dysfunction"
"naltrexone","0.084","organic chemical - pharmacologic substance"
"substance dependence","0.081","mental or behavioral dysfunction"
"opiates","0.081","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"benzodiazepines","0.081","organic chemical - pharmacologic substance"
"hiv","0.081","disease or syndrome - pharmacologic substance - virus"
"follow-up status","0.078","finding"
"pregnancy tests","0.075","diagnostic procedure"
"opioids","0.075","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"epilepsy","0.075","disease or syndrome"
"relate - vinyl resin","0.075","organic chemical"
"unipolar depression","0.075","mental or behavioral dysfunction"
"post-traumatic stress disorder","0.075","mental or behavioral dysfunction"
"operative surgical procedures","0.072","diagnostic procedure - therapeutic or preventive procedure"
"binge eating disorder","0.072","mental or behavioral dysfunction"
"disulfiram","0.072","body part, organ, or organ component - hazardous or poisonous substance - organic chemical - pharmacologic substance"
"electrocardiogram","0.069","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"liver diseases","0.066","disease or syndrome"
"negative finding","0.066","finding"
"mass of body structure","0.066","finding"
"anxiety disorders","0.066","finding - mental or behavioral dysfunction"
"medical history","0.063","finding"
"kidney","0.063","body part, organ, or organ component"
"moderate adverse event","0.060","finding"
"drug dependence","0.060","mental or behavioral dysfunction"
"nicotine dependence","0.057","mental or behavioral dysfunction"
"hypertensive disease","0.057","biologically active substance - disease or syndrome - finding"
"smoking","0.057","hazardous or poisonous substance - individual behavior"
"injury wounds","0.054","body substance - injury or poisoning"
"caffeine","0.051","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"detoxification procedure","0.051","therapeutic or preventive procedure"
"smoker","0.048","finding"
"hepatic","0.048","body location or region"
"topiramate","0.045","organic chemical - pharmacologic substance"
"acamprosate","0.045","organic chemical - pharmacologic substance"
"adverse reactions","0.045","antibiotic - biologically active substance - disease or syndrome - finding - organic chemical - pathologic function - pharmacologic substance - receptor"
"malignant neoplasms","0.045","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"substance use disorders","0.045","mental or behavioral dysfunction"
"suicide attempt","0.045","finding - mental or behavioral dysfunction"
"eating disorders","0.042","mental or behavioral dysfunction"
"panic disorder","0.042","disease or syndrome - mental or behavioral dysfunction"
"antipsychotic agents","0.042","pharmacologic substance"
"binge drinking","0.042","individual behavior"
"contraceptives oral","0.042","pharmacologic substance - therapeutic or preventive procedure"
"craniocerebral trauma","0.042","injury or poisoning"
"manic","0.039","finding - mental or behavioral dysfunction"
"antidepressive agents","0.039","pharmacologic substance"
"psychoactive substances","0.039","hazardous or poisonous substance - pharmacologic substance"
"violence","0.039","mental or behavioral dysfunction"
"alcohol problem","0.036","mental or behavioral dysfunction"
"major depressive disorder","0.036","mental or behavioral dysfunction"
"investigational new drugs","0.036","pharmacologic substance - therapeutic or preventive procedure"
"nervous system disorder","0.036","disease or syndrome"
"current drinker","0.033","individual behavior"
"cocaine","0.033","hazardous or poisonous substance - injury or poisoning - organic chemical - pharmacologic substance"
"opiate addiction","0.033","mental or behavioral dysfunction"
"blood alcohol concentration","0.033","antibiotic - finding - neoplastic process - organic chemical - pharmacologic substance"
"heart","0.033","body part, organ, or organ component - pharmacologic substance"
"personality disorders","0.033","mental or behavioral dysfunction"
"dementia","0.033","mental or behavioral dysfunction"
"infantile neuroaxonal dystrophy","0.033","disease or syndrome"
"obsessive-compulsive disorder","0.033","disease or syndrome - mental or behavioral dysfunction"
"endocrine system diseases","0.033","disease or syndrome - finding"
