"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"feeling hopeless","3","finding"
"pharmacologic substance","3","pharmacologic substance - therapeutic or preventive procedure"
"deterioration of status","2","finding"
"support - dental","2","clinical attribute - organic chemical - pharmacologic substance"
"depressive episode unspecified","2","mental or behavioral dysfunction"
"antidepressive agents","2","pharmacologic substance"
"precipitating factors","2","clinical attribute"
"recreational drugs","2","hazardous or poisonous substance"
"mood swings","2","mental or behavioral dysfunction - sign or symptom"
"fatigue","2","sign or symptom"
"ethanol","2","organic chemical - pharmacologic substance"
"physical findings","1","finding"
"racing thoughts","1","mental or behavioral dysfunction"
"antipsychotic agents","1","pharmacologic substance"
"hyposomnia","1","pathologic function"
"worthlessness","1","finding"
"body weight decreased","1","finding"
"benign rolandic epilepsy","1","disease or syndrome - therapeutic or preventive procedure"
"sexual intercourse - finding","1","finding"
"perform","1","pharmacologic substance"
"loss of self-esteem","1","finding"
"birth of child","1","finding"
"stabilizer - function","1","organ or tissue function"
"easily distracted","1","finding"
"does talk","1","finding"
"anorexia","1","disease or syndrome - finding"
"alcohol consumption","1","individual behavior"
"vitality","1","finding"
"suicide risk","1","finding"
"alcohol abuse","1","mental or behavioral dysfunction"
"depressed mood","1","finding - mental or behavioral dysfunction"
"hallucinations visual","1","sign or symptom"
"weight gain","1","finding - sign or symptom"
"depression bipolar","1","mental or behavioral dysfunction"
"adverse event associated with death","1","finding"
"skills","1","individual behavior"
"multiple endocrine neoplasia","1","antibiotic - neoplastic process - organic chemical"
"sleeplessness","1","finding - sign or symptom"
"eating problem","1","finding"
"manic episode","1","mental or behavioral dysfunction"
"therapeutic procedure","1","enzyme - finding - therapeutic or preventive procedure"
"irritable mood","1","finding"
