"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"psychotic disorders","0.29898","mental or behavioral dysfunction"
"bipolar disorder","0.22800","mental or behavioral dysfunction"
"ethanol","0.21925","organic chemical - pharmacologic substance"
"suicidal","0.20321","finding"
"allergy severity - severe","0.19251","finding"
"substance abuse problem","0.18425","mental or behavioral dysfunction"
"pharmacologic substance","0.18085","pharmacologic substance - therapeutic or preventive procedure"
"schizophrenia","0.17744","mental or behavioral dysfunction"
"gravidity","0.16821","finding"
"intravenous infusion procedures","0.14730","therapeutic or preventive procedure"
"unstable status","0.14341","finding"
"mental disorders","0.14001","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.13855","organic chemical - pharmacologic substance"
"depressed mood","0.12786","finding - mental or behavioral dysfunction"
"anxiety disorders","0.12640","finding - mental or behavioral dysfunction"
"hypersensitivity","0.11667","clinical attribute - finding - pathologic function"
"post-traumatic stress disorder","0.11230","mental or behavioral dysfunction"
"psychotropic drugs","0.11035","pharmacologic substance"
"substance dependence","0.10647","mental or behavioral dysfunction"
"psychotherapy","0.09674","therapeutic or preventive procedure"
"mental retardation","0.08896","mental or behavioral dysfunction"
"pharmaceutical preparations","0.08799","pharmacologic substance"
"epilepsy","0.08653","disease or syndrome"
"contraceptive methods","0.07827","therapeutic or preventive procedure"
"kidney","0.07827","body part, organ, or organ component"
"antidepressive agents","0.07632","pharmacologic substance"
"physical assessment findings","0.07244","finding"
"injury wounds","0.07000","body substance - injury or poisoning"
"positive finding","0.06612","finding"
"impaired cognition","0.06612","finding - mental or behavioral dysfunction"
"personality disorders","0.06417","mental or behavioral dysfunction"
"benzodiazepines","0.06174","organic chemical - pharmacologic substance"
"antipsychotic agents","0.06174","pharmacologic substance"
"hypertensive disease","0.05834","biologically active substance - disease or syndrome - finding"
"malignant neoplasms","0.05591","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"hepatic","0.05542","body location or region"
"nicotine","0.05445","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"nervous system disorder","0.05445","disease or syndrome"
"obsessive-compulsive disorder","0.05348","disease or syndrome - mental or behavioral dysfunction"
"craniocerebral trauma","0.05299","injury or poisoning"
"major depressive disorder","0.05007","mental or behavioral dysfunction"
"cognitive therapy","0.04910","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"alcoholic intoxication chronic","0.04764","mental or behavioral dysfunction"
"schizoaffective disorder","0.04716","mental or behavioral dysfunction"
"suicidality","0.04667","clinical attribute"
"developmental disabilities","0.04667","mental or behavioral dysfunction"
"suicide attempt","0.04424","finding - mental or behavioral dysfunction"
"caffeine","0.04375","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"generalized anxiety disorder","0.04375","mental or behavioral dysfunction"
"eating disorders","0.04229","mental or behavioral dysfunction"
"panic disorder","0.04181","disease or syndrome - mental or behavioral dysfunction"
"manic","0.04084","finding - mental or behavioral dysfunction"
"osteochondritis dissecans","0.04084","disease or syndrome - mental or behavioral dysfunction"
"screening for cancer","0.04035","diagnostic procedure"
"delirium dementia amnestic cognitive disorders","0.03792","mental or behavioral dysfunction"
"magnetic resonance imaging","0.03792","diagnostic procedure"
"pervasive development disorder","0.03743","congenital abnormality - inorganic chemical - mental or behavioral dysfunction - pharmacologic substance"
"anti-anxiety agents","0.03743","pharmacologic substance"
"psychotic symptoms","0.03743","sign or symptom"
"suicide risk","0.03695","finding"
"selective serotonin re-uptake inhibitor","0.03646","pharmacologic substance"
"brain injuries","0.03597","injury or poisoning"
"fluoxetine","0.03549","organic chemical - pharmacologic substance"
"alcohol abuse","0.03549","mental or behavioral dysfunction"
"traumatic brain injury","0.03500","disease or syndrome - injury or poisoning"
"unipolar depression","0.03403","mental or behavioral dysfunction"
"psychiatric problem","0.03354","mental or behavioral dysfunction"
"cognition disorders","0.03354","mental or behavioral dysfunction"
"unconscious state","0.03306","disease or syndrome - finding"
"mood disorders","0.03306","mental or behavioral dysfunction"
"consciousness related finding","0.03306","finding"
"monoamine oxidase inhibitors","0.03257","organic chemical - pharmacologic substance"
"stress disorders traumatic","0.03257","mental or behavioral dysfunction"
"cerebrovascular accident","0.03257","disease or syndrome - therapeutic or preventive procedure"
"moderate adverse event","0.03209","finding"
"phobic anxiety disorder","0.03209","mental or behavioral dysfunction"
"homicidal","0.03160","mental or behavioral dysfunction"
"congenital abnormality","0.03111","congenital abnormality - disease or syndrome"
"behavior therapy","0.03111","therapeutic or preventive procedure"
"pharmacotherapy","0.03063","therapeutic or preventive procedure"
"breast","0.03063","body part, organ, or organ component"
"medical contraindication","0.03014","finding"
"lung","0.02965","body part, organ, or organ component - disease or syndrome"
"phobia social","0.02965","mental or behavioral dysfunction"
"disability","0.02917","finding"
"heart diseases","0.02771","disease or syndrome"
"electrocardiogram","0.02722","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"pregnancy tests","0.02674","diagnostic procedure"
"blood pressure finding","0.02674","finding"
"compulsive disorder","0.02625","finding"
"infantile neuroaxonal dystrophy","0.02528","disease or syndrome"
"substance use disorders","0.02528","mental or behavioral dysfunction"
"neoplasm metastasis","0.02431","neoplastic process"
"relate - vinyl resin","0.02382","organic chemical"
"severe combined immunodeficiency","0.02285","diagnostic procedure - disease or syndrome"
"anxiety generalized","0.02285","mental or behavioral dysfunction"
"operative surgical procedures","0.01945","diagnostic procedure - therapeutic or preventive procedure"
