"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"intravenous infusion procedures","0.316","therapeutic or preventive procedure"
"psychotic disorders","0.309","mental or behavioral dysfunction"
"post-traumatic stress disorder","0.301","mental or behavioral dysfunction"
"anxiety disorders","0.289","finding - mental or behavioral dysfunction"
"ethanol","0.239","organic chemical - pharmacologic substance"
"bipolar disorder","0.235","mental or behavioral dysfunction"
"allergy severity - severe","0.217","finding"
"suicidal","0.209","finding"
"depressed mood","0.207","finding - mental or behavioral dysfunction"
"pharmacologic substance","0.203","pharmacologic substance - therapeutic or preventive procedure"
"substance abuse problem","0.193","mental or behavioral dysfunction"
"gravidity","0.189","finding"
"schizophrenia","0.188","mental or behavioral dysfunction"
"mental disorders","0.185","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.171","organic chemical - pharmacologic substance"
"psychotropic drugs","0.150","pharmacologic substance"
"unstable status","0.146","finding"
"contraceptive methods","0.145","therapeutic or preventive procedure"
"physical assessment findings","0.136","finding"
"generalized anxiety disorder","0.131","mental or behavioral dysfunction"
"hypersensitivity","0.120","clinical attribute - finding - pathologic function"
"psychotherapy","0.113","therapeutic or preventive procedure"
"substance dependence","0.111","mental or behavioral dysfunction"
"injury wounds","0.108","body substance - injury or poisoning"
"pharmaceutical preparations","0.104","pharmacologic substance"
"antidepressive agents","0.099","pharmacologic substance"
"anxiety generalized","0.096","mental or behavioral dysfunction"
"epilepsy","0.089","disease or syndrome"
"mental retardation","0.089","mental or behavioral dysfunction"
"obsessive-compulsive disorder","0.089","disease or syndrome - mental or behavioral dysfunction"
"malignant neoplasms","0.088","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"phobia social","0.087","mental or behavioral dysfunction"
"positive finding","0.087","finding"
"kidney","0.086","body part, organ, or organ component"
"osteochondritis dissecans","0.085","disease or syndrome - mental or behavioral dysfunction"
"panic disorder","0.084","disease or syndrome - mental or behavioral dysfunction"
