"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"intravenous infusion procedures","0.26592","therapeutic or preventive procedure"
"post-traumatic stress disorder","0.24842","mental or behavioral dysfunction"
"anxiety disorders","0.23238","finding - mental or behavioral dysfunction"
"generalized anxiety disorder","0.11473","mental or behavioral dysfunction"
"depressed mood","0.10015","finding - mental or behavioral dysfunction"
"anxiety generalized","0.08313","mental or behavioral dysfunction"
"contraceptive methods","0.07924","therapeutic or preventive procedure"
"physical assessment findings","0.07098","finding"
"phobia social","0.06709","mental or behavioral dysfunction"
"osteochondritis dissecans","0.06417","disease or syndrome - mental or behavioral dysfunction"
"negative finding","0.05688","finding"
"phobic anxiety disorder","0.05639","mental or behavioral dysfunction"
"mental disorders","0.05250","mental or behavioral dysfunction"
"panic disorder","0.05153","disease or syndrome - mental or behavioral dysfunction"
"injury wounds","0.05007","body substance - injury or poisoning"
"stress disorders traumatic","0.04959","mental or behavioral dysfunction"
"psychotropic drugs","0.04618","pharmacologic substance"
"malignant neoplasms","0.04570","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"pharmacologic substance","0.04327","pharmacologic substance - therapeutic or preventive procedure"
"active brand of pseudoephedrine-triprolidine","0.04278","organic chemical - pharmacologic substance"
"moderate adverse event","0.04181","finding"
"pregnancy tests","0.04181","diagnostic procedure"
"ethanol","0.03986","organic chemical - pharmacologic substance"
"obsessive-compulsive disorder","0.03889","disease or syndrome - mental or behavioral dysfunction"
"relate - vinyl resin","0.03743","organic chemical"
"social anxiety","0.03597","mental or behavioral dysfunction"
"allergy severity - severe","0.03549","finding"
"multiple endocrine neoplasia","0.03209","antibiotic - neoplastic process - organic chemical"
"major depressive disorder","0.03014","mental or behavioral dysfunction"
"tropical spastic paraparesis","0.02965","disease or syndrome - therapeutic or preventive procedure"
"severe combined immunodeficiency","0.02868","diagnostic procedure - disease or syndrome"
"selective serotonin re-uptake inhibitor","0.02820","pharmacologic substance"
"pharmacotherapy","0.02771","therapeutic or preventive procedure"
"gravidity","0.02674","finding"
"operative surgical procedures","0.02625","diagnostic procedure - therapeutic or preventive procedure"
"antidepressive agents","0.02577","pharmacologic substance"
"positive finding","0.02236","finding"
"treatment protocols","0.02188","therapeutic or preventive procedure"
"unipolar depression","0.02139","mental or behavioral dysfunction"
"electrocardiogram","0.02042","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"medical history","0.01993","finding"
"compulsive disorder","0.01945","finding"
"fluoxetine","0.01847","organic chemical - pharmacologic substance"
"pharmaceutical preparations","0.01847","pharmacologic substance"
"traumatic brain injury","0.01847","disease or syndrome - injury or poisoning"
"screening for cancer","0.01847","diagnostic procedure"
"psychotherapy","0.01799","therapeutic or preventive procedure"
"antipsychotic agents","0.01653","pharmacologic substance"
"benzodiazepines","0.01604","organic chemical - pharmacologic substance"
"alcoholic intoxication chronic","0.01556","mental or behavioral dysfunction"
"mood disorders","0.01556","mental or behavioral dysfunction"
