"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"osteochondritis dissecans","0.691","disease or syndrome - mental or behavioral dysfunction"
"intravenous infusion procedures","0.536","therapeutic or preventive procedure"
"psychotic disorders","0.366","mental or behavioral dysfunction"
"bipolar disorder","0.351","mental or behavioral dysfunction"
"obsessive-compulsive disorder","0.351","disease or syndrome - mental or behavioral dysfunction"
"substance abuse problem","0.304","mental or behavioral dysfunction"
"schizophrenia","0.304","mental or behavioral dysfunction"
"suicidal","0.268","finding"
"gravidity","0.263","finding"
"contraceptive methods","0.258","therapeutic or preventive procedure"
"mental disorders","0.242","mental or behavioral dysfunction"
"antipsychotic agents","0.227","pharmacologic substance"
"cognitive therapy","0.227","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"psychotropic drugs","0.227","pharmacologic substance"
"selective serotonin re-uptake inhibitor","0.222","pharmacologic substance"
"allergy severity - severe","0.216","finding"
"depressed mood","0.211","finding - mental or behavioral dysfunction"
"behavior therapy","0.211","therapeutic or preventive procedure"
"unstable status","0.201","finding"
"anxiety disorders","0.196","finding - mental or behavioral dysfunction"
"mental retardation","0.191","mental or behavioral dysfunction"
"pharmacologic substance","0.180","pharmacologic substance - therapeutic or preventive procedure"
"compulsive disorder","0.180","finding"
"tic disorder","0.175","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.170","organic chemical - pharmacologic substance"
"hypersensitivity","0.160","clinical attribute - finding - pathologic function"
"psychotherapy","0.155","therapeutic or preventive procedure"
"fluoxetine","0.149","organic chemical - pharmacologic substance"
"suicidality","0.144","clinical attribute"
"epilepsy","0.144","disease or syndrome"
"antidepressive agents","0.144","pharmacologic substance"
"ethanol","0.139","organic chemical - pharmacologic substance"
"autistic disorder","0.139","mental or behavioral dysfunction"
"substance dependence","0.134","mental or behavioral dysfunction"
"personality disorders","0.134","mental or behavioral dysfunction"
"pervasive development disorder","0.134","congenital abnormality - inorganic chemical - mental or behavioral dysfunction - pharmacologic substance"
"nervous system disorder","0.134","disease or syndrome"
"developmental disabilities","0.129","mental or behavioral dysfunction"
"physical assessment findings","0.129","finding"
"serotonin uptake inhibitors","0.119","pharmacologic substance"
"clomipramine","0.113","organic chemical - pharmacologic substance"
"moderate adverse event","0.113","finding"
"positive finding","0.103","finding"
"citalopram","0.098","organic chemical - pharmacologic substance"
"sertraline","0.098","organic chemical - pharmacologic substance"
"major depressive disorder","0.098","mental or behavioral dysfunction"
"schizoaffective disorder","0.093","mental or behavioral dysfunction"
"prophylactic treatment","0.088","therapeutic or preventive procedure"
"fluvoxamine","0.088","organic chemical - pharmacologic substance"
"psychotic symptoms","0.088","sign or symptom"
"negative finding","0.088","finding"
"pharmaceutical preparations","0.088","pharmacologic substance"
"pregnancy tests","0.082","diagnostic procedure"
"eating disorders","0.082","mental or behavioral dysfunction"
"hepatic","0.082","body location or region"
"generalized anxiety disorder","0.077","mental or behavioral dysfunction"
"craniocerebral trauma","0.077","injury or poisoning"
"paroxetine","0.077","organic chemical - pharmacologic substance"
"congenital abnormality","0.072","congenital abnormality - disease or syndrome"
"magnetic resonance imaging","0.072","diagnostic procedure"
"nicotine","0.072","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"gilles de la tourette syndrome","0.067","body part, organ, or organ component - disease or syndrome - finding - mental or behavioral dysfunction - neoplastic process"
"severe combined immunodeficiency","0.067","diagnostic procedure - disease or syndrome"
"anxiety generalized","0.067","mental or behavioral dysfunction"
"attention deficit hyperactivity disorder","0.067","disease or syndrome - mental or behavioral dysfunction"
"phobic anxiety disorder","0.067","mental or behavioral dysfunction"
"escitalopram","0.067","organic chemical - pharmacologic substance"
"obsessions","0.067","mental or behavioral dysfunction"
"post-traumatic stress disorder","0.067","mental or behavioral dysfunction"
"reuptake inhibitors","0.062","pharmacologic substance"
"pharmacotherapy","0.062","therapeutic or preventive procedure"
"augmentation procedure","0.062","therapeutic or preventive procedure"
"panic disorder","0.062","disease or syndrome - mental or behavioral dysfunction"
"neoplasm metastasis","0.062","neoplastic process"
"delirium dementia amnestic cognitive disorders","0.062","mental or behavioral dysfunction"
"phobia social","0.057","mental or behavioral dysfunction"
"treatment-psychosocial effects","0.057","finding"
"benzodiazepines","0.057","organic chemical - pharmacologic substance"
"therapeutic brand of coal tar","0.057","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"multiple endocrine neoplasia","0.057","antibiotic - neoplastic process - organic chemical"
"obsessive compulsive behavior","0.057","mental or behavioral dysfunction"
"monoamine oxidase inhibitors","0.057","organic chemical - pharmacologic substance"
"treatment protocols","0.052","therapeutic or preventive procedure"
"hyperactive behavior","0.052","finding"
"injury wounds","0.052","body substance - injury or poisoning"
"screening for cancer","0.052","diagnostic procedure"
"serum","0.046","biologically active substance - body substance - pharmacologic substance"
"hematological disease","0.046","disease or syndrome"
"diastasis","0.046","pathologic function"
"anti-anxiety agents","0.046","pharmacologic substance"
"relate - vinyl resin","0.046","organic chemical"
"suicide risk","0.046","finding"
"medical history","0.046","finding"
"implantation procedure","0.046","therapeutic or preventive procedure"
"deep brain stimulation","0.046","therapeutic or preventive procedure"
"separation anxiety disorder","0.046","mental or behavioral dysfunction"
"current therapy","0.046","therapeutic or preventive procedure"
"impaired cognition","0.046","finding - mental or behavioral dysfunction"
"suicide attempt","0.046","finding - mental or behavioral dysfunction"
"homicidal","0.041","mental or behavioral dysfunction"
"conduct disorder","0.041","mental or behavioral dysfunction"
"severity of symptoms","0.041","finding"
"lactation","0.041","organ or tissue function"
"medical contraindication","0.041","finding"
"electrocardiogram","0.041","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"anticoagulants","0.041","pharmacologic substance"
"autism spectrum disorders","0.041","congenital abnormality - mental or behavioral dysfunction"
"psychiatric problem","0.041","mental or behavioral dysfunction"
"unipolar depression","0.041","mental or behavioral dysfunction"
"mood disorders","0.041","mental or behavioral dysfunction"
"cancer remission","0.041","finding - neoplastic process"
"kidney diseases","0.036","disease or syndrome"
"social disorder","0.036","finding"
"skills","0.036","individual behavior"
"hypertensive disease","0.036","biologically active substance - disease or syndrome - finding"
"body dysmorphic disorders","0.036","mental or behavioral dysfunction"
"clonazepam","0.036","organic chemical - pharmacologic substance"
"caffeine","0.036","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"renal insufficiency","0.036","disease or syndrome"
"infantile neuroaxonal dystrophy","0.036","disease or syndrome"
"claustrophobia","0.036","mental or behavioral dysfunction"
"severe depression","0.036","mental or behavioral dysfunction"
"brain injuries","0.036","injury or poisoning"
"organic disorders","0.031","disease or syndrome"
"myocardial infarction","0.031","disease or syndrome - finding"
"sinoatrial node","0.031","body part, organ, or organ component"
"operative surgical procedures","0.031","diagnostic procedure - therapeutic or preventive procedure"
"anorexia nervosa","0.031","mental or behavioral dysfunction"
"manic","0.031","finding - mental or behavioral dysfunction"
"fever","0.031","finding"
"alcoholic intoxication chronic","0.031","mental or behavioral dysfunction"
"diagnosis psychiatric","0.031","mental or behavioral dysfunction"
"breast","0.031","body part, organ, or organ component"
"tropical spastic paraparesis","0.031","disease or syndrome - therapeutic or preventive procedure"
"sexual intercourse - finding","0.031","finding"
"borderline personality disorder","0.031","disease or syndrome - mental or behavioral dysfunction"
"liver function","0.031","organ or tissue function"
"mental suffering","0.031","mental or behavioral dysfunction"
"stress disorders traumatic","0.031","mental or behavioral dysfunction"
"investigational new drugs","0.031","pharmacologic substance - therapeutic or preventive procedure"
"lithium","0.031","congenital abnormality - disease or syndrome - pharmacologic substance"
"brain diseases","0.031","disease or syndrome"
"reduction - action","0.031","therapeutic or preventive procedure"
"responsible person","0.031","finding"
"heart diseases","0.031","disease or syndrome"
"atypia morphology","0.031","finding"
