"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"gravidity","0.24590","finding"
"pharmacologic substance","0.15574","pharmacologic substance - therapeutic or preventive procedure"
"ethanol","0.15574","organic chemical - pharmacologic substance"
"substance abuse problem","0.14754","mental or behavioral dysfunction"
"malignant neoplasms","0.14754","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"allergy severity - severe","0.13115","finding"
"depressed mood","0.13115","finding - mental or behavioral dysfunction"
"hypersensitivity","0.12295","clinical attribute - finding - pathologic function"
"mental disorders","0.12295","mental or behavioral dysfunction"
"schizophrenia","0.11475","mental or behavioral dysfunction"
"psychotic disorders","0.10656","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.10656","organic chemical - pharmacologic substance"
"unstable status","0.09016","finding"
"bipolar disorder","0.08197","mental or behavioral dysfunction"
"hypertensive disease","0.08197","biologically active substance - disease or syndrome - finding"
"contraceptive methods","0.07377","therapeutic or preventive procedure"
"sleep apnea syndromes","0.07377","disease or syndrome"
"rheumatoid arthritis","0.06557","disease or syndrome - pharmacologic substance"
"sleep disorders","0.06557","disease or syndrome - sign or symptom"
"dementia","0.06557","mental or behavioral dysfunction"
"cerebrovascular accident","0.06557","disease or syndrome - therapeutic or preventive procedure"
"heart diseases","0.05738","disease or syndrome"
"intravenous infusion procedures","0.05738","therapeutic or preventive procedure"
"anxiety disorders","0.04918","finding - mental or behavioral dysfunction"
"physical assessment findings","0.04918","finding"
"suicidal","0.04098","finding"
"kidney diseases","0.04098","disease or syndrome"
"epilepsy","0.04098","disease or syndrome"
"congestive heart failure","0.04098","congenital abnormality - disease or syndrome"
"restless legs syndrome","0.04098","disease or syndrome"
"pharmacotherapy","0.04098","therapeutic or preventive procedure"
"alcohol abuse","0.04098","mental or behavioral dysfunction"
"neoplasm metastasis","0.04098","neoplastic process"
"body mass index","0.04098","clinical attribute - diagnostic procedure"
"multiple sclerosis","0.04098","body part, organ, or organ component - disease or syndrome - finding"
"hepatic","0.04098","body location or region"
"myocardial infarction","0.04098","disease or syndrome - finding"
"sleeplessness","0.04098","finding - sign or symptom"
"operative surgical procedures","0.04098","diagnostic procedure - therapeutic or preventive procedure"
"unipolar depression","0.04098","mental or behavioral dysfunction"
"anticoagulants","0.04098","pharmacologic substance"
"exercise pain management","0.04098","therapeutic or preventive procedure"
"impaired cognition","0.04098","finding - mental or behavioral dysfunction"
"antidepressive agents","0.04098","pharmacologic substance"
"drug abuse","0.04098","mental or behavioral dysfunction"
"diabetes mellitus","0.03279","disease or syndrome - pharmacologic substance"
"disability","0.03279","finding"
"narcolepsy","0.03279","disease or syndrome"
"hiv","0.03279","disease or syndrome - pharmacologic substance - virus"
"therapeutic radiology procedure","0.03279","body location or region - finding - neoplastic process - therapeutic or preventive procedure"
"caffeine","0.03279","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"leg","0.03279","body location or region"
"blood pressure finding","0.03279","finding"
"moderate adverse event","0.03279","finding"
"hypnotics","0.03279","pharmacologic substance"
"liver","0.03279","body part, organ, or organ component - disease or syndrome - organic chemical - pharmacologic substance"
"lupus vulgaris","0.03279","disease or syndrome"
"brain injuries","0.03279","injury or poisoning"
"stimulant","0.03279","pharmacologic substance"
"mass of body structure","0.03279","finding"
"medical contraindication","0.03279","finding"
"treatment protocols","0.02459","therapeutic or preventive procedure"
"psychiatric problem","0.02459","mental or behavioral dysfunction"
"benzodiazepines","0.02459","organic chemical - pharmacologic substance"
"household composition","0.02459","finding"
"manic","0.02459","finding - mental or behavioral dysfunction"
"illicit drugs","0.02459","hazardous or poisonous substance - pharmacologic substance"
"pharmaceutical preparations","0.02459","pharmacologic substance"
"traumatic brain injury","0.02459","disease or syndrome - injury or poisoning"
"unconscious state","0.02459","disease or syndrome - finding"
"craniocerebral trauma","0.02459","injury or poisoning"
"angina pectoris","0.02459","sign or symptom"
"agitation","0.02459","finding - sign or symptom"
"yoga","0.02459","therapeutic or preventive procedure"
"cardiac arrhythmia","0.02459","finding - pathologic function"
"methylphenidate","0.02459","organic chemical - pharmacologic substance"
"adrenal cortex hormones","0.02459","pharmacologic substance"
"therapeutic brand of coal tar","0.02459","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"kidney failure chronic","0.02459","disease or syndrome - pharmacologic substance"
"chronic disease","0.02459","disease or syndrome"
"malignant neoplasm of skin","0.01639","neoplastic process"
"anemia","0.01639","disease or syndrome"
"fibromyalgia","0.01639","disease or syndrome"
"skin carcinoma","0.01639","neoplastic process"
"sleep apnea obstructive","0.01639","biologically active substance - disease or syndrome"
"electrocardiogram","0.01639","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"chronic fatigue syndrome","0.01639","disease or syndrome"
"cervix carcinoma","0.01639","neoplastic process"
"exercise stress test","0.01639","diagnostic procedure"
"smoking","0.01639","hazardous or poisonous substance - individual behavior"
"unmarried","0.01639","finding"
"injury wounds","0.01639","body substance - injury or poisoning"
"narcotics","0.01639","biologically active substance - hazardous or poisonous substance - pharmacologic substance"
"follow-up status","0.01639","finding"
"neck","0.01639","body location or region"
"major depressive disorder","0.01639","mental or behavioral dysfunction"
"skeletal bone","0.00820","body location or region - body part, organ, or organ component - body substance - disease or syndrome"
"life expectancy","0.00820","group attribute"
"cardiovascular diseases","0.00820","disease or syndrome"
"cognitive therapy","0.00820","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"relate - vinyl resin","0.00820","organic chemical"
"dyssomnias","0.00820","disease or syndrome - sign or symptom"
"patient characteristics","0.00820","clinical attribute"
"herceptin","0.00820","pharmacologic substance"
"negative finding","0.00820","finding"
"electrocorticogram","0.00820","diagnostic procedure"
"hemoglobin","0.00820","biologically active substance - finding"
"current therapy","0.00820","therapeutic or preventive procedure"
"prostate","0.00820","body part, organ, or organ component - disease or syndrome"
"smoker","0.00820","finding"
