"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"malignant neoplasms","0.500","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"gravidity","0.320","finding"
"pharmacotherapy","0.287","therapeutic or preventive procedure"
"active brand of pseudoephedrine-triprolidine","0.213","organic chemical - pharmacologic substance"
"therapeutic radiology procedure","0.197","body location or region - finding - neoplastic process - therapeutic or preventive procedure"
"pharmacologic substance","0.189","pharmacologic substance - therapeutic or preventive procedure"
"depressed mood","0.189","finding - mental or behavioral dysfunction"
"substance abuse problem","0.172","mental or behavioral dysfunction"
"ethanol","0.164","organic chemical - pharmacologic substance"
"psychotic disorders","0.156","mental or behavioral dysfunction"
"allergy severity - severe","0.156","finding"
"hypersensitivity","0.148","clinical attribute - finding - pathologic function"
"mental disorders","0.148","mental or behavioral dysfunction"
"schizophrenia","0.148","mental or behavioral dysfunction"
"contraceptive methods","0.115","therapeutic or preventive procedure"
"hypertensive disease","0.107","biologically active substance - disease or syndrome - finding"
"intravenous infusion procedures","0.107","therapeutic or preventive procedure"
"electrocorticogram","0.107","diagnostic procedure"
"physical assessment findings","0.107","finding"
"sleep apnea syndromes","0.098","disease or syndrome"
"bipolar disorder","0.098","mental or behavioral dysfunction"
"unstable status","0.098","finding"
"hormone therapy","0.082","therapeutic or preventive procedure"
"moderate adverse event","0.082","finding"
"ecog performance status","0.082","clinical attribute"
"neoplasm metastasis","0.082","neoplastic process"
"anxiety disorders","0.082","finding - mental or behavioral dysfunction"
"impaired cognition","0.082","finding - mental or behavioral dysfunction"
"treatment protocols","0.074","therapeutic or preventive procedure"
"exercise pain management","0.074","therapeutic or preventive procedure"
"rheumatoid arthritis","0.074","disease or syndrome - pharmacologic substance"
"operative surgical procedures","0.074","diagnostic procedure - therapeutic or preventive procedure"
"dementia","0.074","mental or behavioral dysfunction"
"sleep disorders","0.074","disease or syndrome - sign or symptom"
"unipolar depression","0.074","mental or behavioral dysfunction"
"antidepressive agents","0.074","pharmacologic substance"
"hemoglobin","0.066","biologically active substance - finding"
"body mass index","0.066","clinical attribute - diagnostic procedure"
"pharmaceutical adjuvants","0.066","chemical viewed functionally"
"sleeplessness","0.066","finding - sign or symptom"
"major depressive disorder","0.066","mental or behavioral dysfunction"
"cerebrovascular accident","0.066","disease or syndrome - therapeutic or preventive procedure"
"pharmaceutical preparations","0.066","pharmacologic substance"
"multiple sclerosis","0.066","body part, organ, or organ component - disease or syndrome - finding"
"epilepsy","0.057","disease or syndrome"
"restless legs syndrome","0.057","disease or syndrome"
"mass of body structure","0.057","finding"
"congestive heart failure","0.057","congenital abnormality - disease or syndrome"
"hepatic","0.057","body location or region"
"chronic fatigue syndrome","0.057","disease or syndrome"
"heart diseases","0.057","disease or syndrome"
"yoga","0.057","therapeutic or preventive procedure"
"suicidal","0.049","finding"
"benzodiazepines","0.049","organic chemical - pharmacologic substance"
"leg","0.049","body location or region"
"karnofsky performance status","0.049","diagnostic procedure"
"pregnancy tests","0.049","diagnostic procedure"
"alcohol abuse","0.049","mental or behavioral dysfunction"
"hormone receptor","0.049","receptor"
"hypnotics","0.049","pharmacologic substance"
"dyssomnias","0.049","disease or syndrome - sign or symptom"
"negative finding","0.049","finding"
"fibromyalgia","0.049","disease or syndrome"
"herceptin","0.049","pharmacologic substance"
"brain injuries","0.049","injury or poisoning"
"disability","0.041","finding"
"kidney diseases","0.041","disease or syndrome"
"anemia","0.041","disease or syndrome"
"caffeine","0.041","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"patient characteristics","0.041","clinical attribute"
"ovarian carcinoma","0.041","neoplastic process"
"biological response modifier therapy","0.041","therapeutic or preventive procedure"
"skeletal bone","0.041","body location or region - body part, organ, or organ component - body substance - disease or syndrome"
"myocardial infarction","0.041","disease or syndrome - finding"
"carcinoma of lung","0.041","neoplastic process"
"therapeutic brand of coal tar","0.041","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"invasive breast carcinoma","0.041","neoplastic process"
"cytotoxic chemotherapy","0.041","therapeutic or preventive procedure"
"asleep","0.041","finding"
"relate - vinyl resin","0.041","organic chemical"
"aromatase inhibitors","0.041","pharmacologic substance"
"blood pressure finding","0.041","finding"
"electrocardiogram","0.041","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"cardiac arrhythmia","0.041","finding - pathologic function"
"liver","0.041","body part, organ, or organ component - disease or syndrome - organic chemical - pharmacologic substance"
"agitation","0.041","finding - sign or symptom"
"unmarried","0.041","finding"
"drug abuse","0.041","mental or behavioral dysfunction"
"life expectancy","0.041","group attribute"
"prior chemotherapy","0.041","clinical attribute"
"malignant neoplasm of skin","0.041","neoplastic process"
"anticoagulants","0.041","pharmacologic substance"
"traumatic brain injury","0.041","disease or syndrome - injury or poisoning"
"cervix carcinoma","0.041","neoplastic process"
"tamoxifen","0.033","neoplastic process - organic chemical - pharmacologic substance"
"smoking","0.033","hazardous or poisonous substance - individual behavior"
"sleep apnea obstructive","0.033","biologically active substance - disease or syndrome"
"illicit drugs","0.033","hazardous or poisonous substance - pharmacologic substance"
"pregnancy test negative","0.033","finding - laboratory or test result"
"angina pectoris","0.033","sign or symptom"
"adrenal cortex hormones","0.033","pharmacologic substance"
"marrow","0.033","body part, organ, or organ component"
"prostate","0.033","body part, organ, or organ component - disease or syndrome"
"neck","0.033","body location or region"
"kidney failure chronic","0.033","disease or syndrome - pharmacologic substance"
"manic","0.033","finding - mental or behavioral dysfunction"
"finding of platelet count","0.033","laboratory or test result"
"diabetes mellitus","0.033","disease or syndrome - pharmacologic substance"
"household composition","0.033","finding"
"cardiovascular diseases","0.033","disease or syndrome"
"unconscious state","0.033","disease or syndrome - finding"
"exercise stress test","0.033","diagnostic procedure"
"combined modality therapy","0.033","therapeutic or preventive procedure"
"methylphenidate","0.033","organic chemical - pharmacologic substance"
"follow-up status","0.033","finding"
"medical contraindication","0.033","finding"
"hiv","0.033","disease or syndrome - pharmacologic substance - virus"
"skin carcinoma","0.033","neoplastic process"
"injury wounds","0.033","body substance - injury or poisoning"
"chemotherapy adjuvant","0.033","therapeutic or preventive procedure"
"lupus vulgaris","0.033","disease or syndrome"
"cognitive therapy","0.033","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"craniocerebral trauma","0.033","injury or poisoning"
"smoker","0.033","finding"
"psychiatric problem","0.033","mental or behavioral dysfunction"
"narcolepsy","0.033","disease or syndrome"
"current therapy","0.033","therapeutic or preventive procedure"
"narcotics","0.033","biologically active substance - hazardous or poisonous substance - pharmacologic substance"
"stimulant","0.033","pharmacologic substance"
"chronic disease","0.033","disease or syndrome"
