"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"gravidity","0.312","finding"
"ethanol","0.252","organic chemical - pharmacologic substance"
"cessation of smoking","0.235","finding - individual behavior"
"pharmacologic substance","0.201","pharmacologic substance - therapeutic or preventive procedure"
"tobacco","0.188","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"mental disorders","0.157","mental or behavioral dysfunction"
"unstable status","0.156","finding"
"allergy severity - severe","0.151","finding"
"nicotine replacement","0.148","therapeutic or preventive procedure"
"active brand of pseudoephedrine-triprolidine","0.147","organic chemical - pharmacologic substance"
"hypersensitivity","0.146","clinical attribute - finding - pathologic function"
"depressed mood","0.129","finding - mental or behavioral dysfunction"
"smoke","0.127","hazardous or poisonous substance - individual behavior"
"psychotic disorders","0.125","mental or behavioral dysfunction"
"hypertensive disease","0.124","biologically active substance - disease or syndrome - finding"
"contraceptive methods","0.121","therapeutic or preventive procedure"
"substance abuse problem","0.121","mental or behavioral dysfunction"
"intravenous infusion procedures","0.118","therapeutic or preventive procedure"
"pharmaceutical preparations","0.115","pharmacologic substance"
"myocardial infarction","0.108","disease or syndrome - finding"
"malignant neoplasms","0.105","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"bupropion","0.105","organic chemical - pharmacologic substance"
"schizophrenia","0.094","mental or behavioral dysfunction"
"bipolar disorder","0.091","mental or behavioral dysfunction"
"epilepsy","0.084","disease or syndrome"
"physical assessment findings","0.083","finding"
"body mass index","0.083","clinical attribute - diagnostic procedure"
"replacement therapy","0.081","therapeutic or preventive procedure"
"positive finding","0.076","finding"
"angina pectoris","0.076","sign or symptom"
"varenicline","0.075","organic chemical - pharmacologic substance"
"suicidal","0.071","finding"
"cardiac arrhythmia","0.070","finding - pathologic function"
"nicotine transdermal patch","0.068","clinical drug"
"nicotine dependence","0.063","mental or behavioral dysfunction"
"breast","0.062","body part, organ, or organ component"
"cardiovascular diseases","0.062","disease or syndrome"
"blood pressure finding","0.061","finding"
"marihuana","0.060","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"heart diseases","0.059","disease or syndrome"
"follow-up status","0.058","finding"
"alcohol abuse","0.058","mental or behavioral dysfunction"
"cerebrovascular accident","0.057","disease or syndrome - therapeutic or preventive procedure"
"hepatic","0.057","body location or region"
"psychotropic drugs","0.056","pharmacologic substance"
"illicit drugs","0.053","hazardous or poisonous substance - pharmacologic substance"
"current smoker","0.053","finding"
"unipolar depression","0.053","mental or behavioral dysfunction"
"asthma","0.052","disease or syndrome"
"antidepressive agents","0.051","pharmacologic substance"
"chronic obstructive airway disease","0.051","disease or syndrome"
"pregnancy tests","0.050","diagnostic procedure"
"anxiety disorders","0.049","finding - mental or behavioral dysfunction"
"injury wounds","0.049","body substance - injury or poisoning"
"antipsychotic agents","0.049","pharmacologic substance"
"observation of attack","0.048","finding"
"consumption-archaic term for tb","0.046","disease or syndrome"
"angina unstable","0.046","disease or syndrome"
"carbon monoxide","0.045","hazardous or poisonous substance - inorganic chemical"
"smokeless","0.045","organic chemical - pharmacologic substance"
"screening for cancer","0.044","diagnostic procedure"
"negative finding","0.044","finding"
"congenital abnormality","0.043","congenital abnormality - disease or syndrome"
"infantile neuroaxonal dystrophy","0.043","disease or syndrome"
"kidney diseases","0.042","disease or syndrome"
"craniocerebral trauma","0.042","injury or poisoning"
"pharmacotherapy","0.042","therapeutic or preventive procedure"
"multiple endocrine neoplasia","0.042","antibiotic - neoplastic process - organic chemical"
"diabetes","0.041","disease or syndrome"
"lung","0.041","body part, organ, or organ component - disease or syndrome"
"investigational new drugs","0.040","pharmacologic substance - therapeutic or preventive procedure"
"moderate adverse event","0.039","finding"
"alcoholic intoxication chronic","0.039","mental or behavioral dysfunction"
"electrocardiogram","0.039","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"mass of body structure","0.037","finding"
"monoamine oxidase inhibitors","0.036","organic chemical - pharmacologic substance"
"respiratory air","0.036","body substance"
"dementia","0.036","mental or behavioral dysfunction"
"dermatologic disorders","0.036","disease or syndrome"
"diastole","0.035","clinical attribute"
"alcohol consumption","0.034","individual behavior"
"drug abuse","0.034","mental or behavioral dysfunction"
"operative surgical procedures","0.033","diagnostic procedure - therapeutic or preventive procedure"
"blood vessel","0.033","body part, organ, or organ component - finding"
"benzodiazepines","0.032","organic chemical - pharmacologic substance"
"arteries","0.032","body part, organ, or organ component"
"zyban","0.031","organic chemical - pharmacologic substance"
"bulimia","0.031","mental or behavioral dysfunction"
"liver diseases","0.031","disease or syndrome"
"smoking cessation therapy","0.030","therapeutic or preventive procedure"
"major depressive disorder","0.030","mental or behavioral dysfunction"
