"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"binge eating disorder","0.566","mental or behavioral dysfunction"
"intravenous infusion procedures","0.500","therapeutic or preventive procedure"
"gravidity","0.459","finding"
"eating disorders","0.434","mental or behavioral dysfunction"
"body mass index","0.426","clinical attribute - diagnostic procedure"
"bulimia nervosa","0.410","mental or behavioral dysfunction"
"psychotic disorders","0.402","mental or behavioral dysfunction"
"ethanol","0.361","organic chemical - pharmacologic substance"
"pharmacologic substance","0.295","pharmacologic substance - therapeutic or preventive procedure"
"substance abuse problem","0.295","mental or behavioral dysfunction"
"anorexia nervosa","0.262","mental or behavioral dysfunction"
"mental disorders","0.254","mental or behavioral dysfunction"
"mass of body structure","0.246","finding"
"psychotherapy","0.238","therapeutic or preventive procedure"
"unstable status","0.213","finding"
"bipolar disorder","0.205","mental or behavioral dysfunction"
"body weight decreased","0.197","finding"
"obesity","0.189","disease or syndrome - finding"
"allergy severity - severe","0.189","finding"
"depressed mood","0.189","finding - mental or behavioral dysfunction"
"suicidal","0.180","finding"
"psychotropic drugs","0.156","pharmacologic substance"
"suicidality","0.148","clinical attribute"
"contraceptive methods","0.148","therapeutic or preventive procedure"
"schizophrenia","0.148","mental or behavioral dysfunction"
"negative finding","0.148","finding"
"hepatic","0.139","body location or region"
"pregnancy tests","0.131","diagnostic procedure"
"alcohol abuse","0.123","mental or behavioral dysfunction"
"hypertensive disease","0.115","biologically active substance - disease or syndrome - finding"
"personality disorders","0.115","mental or behavioral dysfunction"
"cognitive therapy","0.115","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"active brand of pseudoephedrine-triprolidine","0.115","organic chemical - pharmacologic substance"
"kidney","0.115","body part, organ, or organ component"
"behavior therapy","0.107","therapeutic or preventive procedure"
"hypersensitivity","0.098","clinical attribute - finding - pathologic function"
"weighing patient","0.090","diagnostic procedure - finding"
"pharmaceutical preparations","0.090","pharmacologic substance"
"pregnancy test negative","0.082","finding - laboratory or test result"
"physical assessment findings","0.082","finding"
"hunger","0.082","sign or symptom"
"antisocial behavior","0.082","mental or behavioral dysfunction"
"manic","0.074","finding - mental or behavioral dysfunction"
"multiple endocrine neoplasia","0.074","antibiotic - neoplastic process - organic chemical"
"antipsychotic agents","0.074","pharmacologic substance"
"recurrent episodes of binge eating","0.074","finding"
"esthesia","0.066","finding - organ or tissue function"
"mental retardation","0.066","mental or behavioral dysfunction"
"congenital abnormality","0.066","congenital abnormality - disease or syndrome"
"moderate adverse event","0.066","finding"
