"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"gravidity","0.42623","finding"
"psychotic disorders","0.39344","mental or behavioral dysfunction"
"ethanol","0.35246","organic chemical - pharmacologic substance"
"pharmacologic substance","0.29508","pharmacologic substance - therapeutic or preventive procedure"
"substance abuse problem","0.29508","mental or behavioral dysfunction"
"psychotherapy","0.22951","therapeutic or preventive procedure"
"intravenous infusion procedures","0.22131","therapeutic or preventive procedure"
"unstable status","0.19672","finding"
"bipolar disorder","0.19672","mental or behavioral dysfunction"
"allergy severity - severe","0.18852","finding"
"body weight decreased","0.18852","finding"
"mental disorders","0.18852","mental or behavioral dysfunction"
"anorexia nervosa","0.18033","mental or behavioral dysfunction"
"suicidal","0.17213","finding"
"depressed mood","0.16393","finding - mental or behavioral dysfunction"
"bulimia nervosa","0.14754","mental or behavioral dysfunction"
"eating disorders","0.14754","mental or behavioral dysfunction"
"suicidality","0.13934","clinical attribute"
"psychotropic drugs","0.13934","pharmacologic substance"
"schizophrenia","0.13115","mental or behavioral dysfunction"
"binge eating disorder","0.13115","mental or behavioral dysfunction"
"hepatic","0.12295","body location or region"
"alcohol abuse","0.12295","mental or behavioral dysfunction"
"kidney","0.11475","body part, organ, or organ component"
"hypertensive disease","0.10656","biologically active substance - disease or syndrome - finding"
"personality disorders","0.09836","mental or behavioral dysfunction"
"body mass index","0.09836","clinical attribute - diagnostic procedure"
"obesity","0.09836","disease or syndrome - finding"
"hypersensitivity","0.09836","clinical attribute - finding - pathologic function"
"behavior therapy","0.09836","therapeutic or preventive procedure"
"cognitive therapy","0.09836","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"pharmaceutical preparations","0.09016","pharmacologic substance"
"active brand of pseudoephedrine-triprolidine","0.09016","organic chemical - pharmacologic substance"
"contraceptive methods","0.08197","therapeutic or preventive procedure"
"pregnancy tests","0.08197","diagnostic procedure"
"antisocial behavior","0.08197","mental or behavioral dysfunction"
"manic","0.07377","finding - mental or behavioral dysfunction"
"antipsychotic agents","0.07377","pharmacologic substance"
"negative finding","0.07377","finding"
"congenital abnormality","0.06557","congenital abnormality - disease or syndrome"
"breast","0.06557","body part, organ, or organ component"
"stimulant","0.06557","pharmacologic substance"
"pregnancy test negative","0.06557","finding - laboratory or test result"
"severe depression","0.06557","mental or behavioral dysfunction"
"mass of body structure","0.06557","finding"
"major depressive disorder","0.06557","mental or behavioral dysfunction"
"positive finding","0.05738","finding"
"nicotine","0.05738","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"mental retardation","0.05738","mental or behavioral dysfunction"
"suicide attempt","0.05738","finding - mental or behavioral dysfunction"
"tricyclic antidepressive agents","0.04918","pharmacologic substance"
"pharmacotherapy","0.04918","therapeutic or preventive procedure"
"infantile neuroaxonal dystrophy","0.04918","disease or syndrome"
"alcoholic intoxication chronic","0.04918","mental or behavioral dysfunction"
"febrile convulsions","0.04918","disease or syndrome - pharmacologic substance"
"drug dependence","0.04918","mental or behavioral dysfunction"
"systemic disease","0.04918","disease or syndrome"
"heart diseases","0.04918","disease or syndrome"
"moderate adverse event","0.04918","finding"
"lung","0.04918","body part, organ, or organ component - disease or syndrome"
"experimental drug","0.04918","pharmacologic substance"
"screening for cancer","0.04918","diagnostic procedure"
"opioids","0.04918","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"contraceptives oral","0.04918","pharmacologic substance - therapeutic or preventive procedure"
"fever","0.04918","finding"
"bariatric surgery","0.04098","therapeutic or preventive procedure"
"delirium dementia amnestic cognitive disorders","0.04098","mental or behavioral dysfunction"
"developmental disabilities","0.04098","mental or behavioral dysfunction"
"myocardial infarction","0.04098","disease or syndrome - finding"
"substance dependence","0.04098","mental or behavioral dysfunction"
"bipolar i disorder","0.04098","mental or behavioral dysfunction"
"selective serotonin re-uptake inhibitor","0.04098","pharmacologic substance"
"blood pressure finding","0.04098","finding"
"monoamine oxidase inhibitors","0.04098","organic chemical - pharmacologic substance"
"psychostimulant","0.04098","pharmacologic substance"
"weighing patient","0.04098","diagnostic procedure - finding"
"drug abuse","0.04098","mental or behavioral dysfunction"
"physical assessment findings","0.04098","finding"
"arteries","0.03279","body part, organ, or organ component"
"angle closure glaucoma","0.03279","disease or syndrome"
"carbonate dehydratase","0.03279","enzyme"
"psychiatric problem","0.03279","mental or behavioral dysfunction"
"arteriopathic disease","0.03279","disease or syndrome"
"benzodiazepines","0.03279","organic chemical - pharmacologic substance"
"unipolar depression","0.03279","mental or behavioral dysfunction"
"cardiovascular diseases","0.03279","disease or syndrome"
"dietary potassium","0.03279","inorganic chemical"
"thyroid gland","0.03279","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"actual effective weight","0.03279","finding"
"oral contraception","0.03279","pharmacologic substance - therapeutic or preventive procedure"
"laboratory results","0.03279","laboratory or test result"
"anti-obesity agents","0.03279","pharmacologic substance"
"factitious disorders","0.03279","mental or behavioral dysfunction"
"depressive symptoms","0.03279","sign or symptom"
"marihuana","0.03279","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"hypomania","0.03279","mental or behavioral dysfunction"
"suicide risk","0.03279","finding"
"carbonic anhydrase inhibitors","0.03279","pharmacologic substance"
"hypokalemia","0.03279","disease or syndrome - finding"
"cerebrovascular accident","0.03279","disease or syndrome - therapeutic or preventive procedure"
"malignant neoplasms","0.03279","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"coronary artery disease","0.03279","diagnostic procedure - disease or syndrome - therapeutic or preventive procedure"
"psychiatric care","0.02459","therapeutic or preventive procedure"
"severe combined immunodeficiency","0.02459","diagnostic procedure - disease or syndrome"
"relate - vinyl resin","0.02459","organic chemical"
"weight gain","0.02459","finding - sign or symptom"
"operative surgical procedures","0.02459","diagnostic procedure - therapeutic or preventive procedure"
"electrocardiogram","0.02459","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"glucose","0.02459","biologically active substance - pharmacologic substance"
"diabetes mellitus non-insulin-dependent","0.02459","disease or syndrome"
"fluoxetine","0.02459","organic chemical - pharmacologic substance"
"integumentary scale","0.01639","body part, organ, or organ component"
"sexually active","0.01639","finding"
"anorexia nervosa-bulimia","0.01639","disease or syndrome"
"follow-up status","0.01639","finding"
"alcohol consumption","0.01639","individual behavior"
"vomiting self induced","0.00820","mental or behavioral dysfunction"
"household composition","0.00820","finding"
"ideal body weight","0.00820","clinical attribute"
"contraception barrier","0.00820","therapeutic or preventive procedure"
"consumption-archaic term for tb","0.00820","disease or syndrome"
"purging","0.00820","disease or syndrome"
"multiple endocrine neoplasia","0.00820","antibiotic - neoplastic process - organic chemical"
