"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"binge eating disorder","0.51639","mental or behavioral dysfunction"
"intravenous infusion procedures","0.40164","therapeutic or preventive procedure"
"eating disorders","0.37705","mental or behavioral dysfunction"
"body mass index","0.35246","clinical attribute - diagnostic procedure"
"bulimia nervosa","0.32787","mental or behavioral dysfunction"
"mass of body structure","0.19672","finding"
"anorexia nervosa","0.13934","mental or behavioral dysfunction"
"obesity","0.12295","disease or syndrome - finding"
"hunger","0.08197","sign or symptom"
"negative finding","0.08197","finding"
"mental disorders","0.08197","mental or behavioral dysfunction"
"recurrent episodes of binge eating","0.07377","finding"
"contraceptive methods","0.07377","therapeutic or preventive procedure"
"esthesia","0.06557","finding - organ or tissue function"
"hyperphagia","0.06557","mental or behavioral dysfunction - therapeutic or preventive procedure"
"multiple endocrine neoplasia","0.06557","antibiotic - neoplastic process - organic chemical"
"ethanol","0.05738","organic chemical - pharmacologic substance"
"weighing patient","0.05738","diagnostic procedure - finding"
"pregnancy tests","0.04918","diagnostic procedure"
"ideal body weight","0.04918","clinical attribute"
"physical assessment findings","0.04918","finding"
"general health","0.04918","finding"
"follow-up status","0.04098","finding"
"eating normal","0.04098","finding"
"overweight","0.04098","sign or symptom"
"gravidity","0.04098","finding"
"depressed mood","0.04098","finding - mental or behavioral dysfunction"
"binge drinking","0.03279","individual behavior"
"heavy drinking","0.03279","mental or behavioral dysfunction"
"purging","0.03279","disease or syndrome"
"moderate adverse event","0.03279","finding"
"anorexia nervosa-bulimia","0.03279","disease or syndrome"
"alcohol consumption","0.03279","individual behavior"
"severe combined immunodeficiency","0.03279","diagnostic procedure - disease or syndrome"
"consumption-archaic term for tb","0.03279","disease or syndrome"
"unipolar depression","0.02459","mental or behavioral dysfunction"
"vomiting self induced","0.02459","mental or behavioral dysfunction"
"household composition","0.02459","finding"
"alcoholic intoxication chronic","0.02459","mental or behavioral dysfunction"
"glucose","0.02459","biologically active substance - pharmacologic substance"
"contraception barrier","0.02459","therapeutic or preventive procedure"
"active brand of pseudoephedrine-triprolidine","0.02459","organic chemical - pharmacologic substance"
"hepatic","0.02459","body location or region"
"thyroid gland","0.02459","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"operative surgical procedures","0.02459","diagnostic procedure - therapeutic or preventive procedure"
"actual effective weight","0.01639","finding"
"unstable status","0.01639","finding"
"pregnancy test negative","0.01639","finding - laboratory or test result"
"bipolar disorder","0.01639","mental or behavioral dysfunction"
"schizophrenia","0.01639","mental or behavioral dysfunction"
"electrocardiogram","0.01639","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"integumentary scale","0.01639","body part, organ, or organ component"
"suicide risk","0.01639","finding"
"personality disorders","0.01639","mental or behavioral dysfunction"
"sexually active","0.01639","finding"
"cognitive therapy","0.01639","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"body weight decreased","0.01639","finding"
"psychotherapy","0.01639","therapeutic or preventive procedure"
"psychotic disorders","0.01639","mental or behavioral dysfunction"
"opioids","0.01639","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"psychotropic drugs","0.01639","pharmacologic substance"
"hypertensive disease","0.00820","biologically active substance - disease or syndrome - finding"
"laboratory results","0.00820","laboratory or test result"
"bariatric surgery","0.00820","therapeutic or preventive procedure"
"relate - vinyl resin","0.00820","organic chemical"
"allergy severity - severe","0.00820","finding"
"suicidal","0.00820","finding"
"fluoxetine","0.00820","organic chemical - pharmacologic substance"
"oral contraception","0.00820","pharmacologic substance - therapeutic or preventive procedure"
"behavior therapy","0.00820","therapeutic or preventive procedure"
"pharmacotherapy","0.00820","therapeutic or preventive procedure"
"diabetes mellitus non-insulin-dependent","0.00820","disease or syndrome"
"contraceptives oral","0.00820","pharmacologic substance - therapeutic or preventive procedure"
"severe depression","0.00820","mental or behavioral dysfunction"
"suicidality","0.00820","clinical attribute"
"pharmacologic substance","0.00820","pharmacologic substance - therapeutic or preventive procedure"
"screening for cancer","0.00820","diagnostic procedure"
"weight gain","0.00820","finding - sign or symptom"
"depressive symptoms","0.00820","sign or symptom"
"psychiatric care","0.00820","therapeutic or preventive procedure"
"mental retardation","0.00820","mental or behavioral dysfunction"
"major depressive disorder","0.00820","mental or behavioral dysfunction"
