"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"gravidity","0.26739","finding"
"ethanol","0.21087","organic chemical - pharmacologic substance"
"substance abuse problem","0.18478","mental or behavioral dysfunction"
"eating disorders","0.16957","mental or behavioral dysfunction"
"pharmacologic substance","0.16522","pharmacologic substance - therapeutic or preventive procedure"
"psychotic disorders","0.15217","mental or behavioral dysfunction"
"body weight decreased","0.14565","finding"
"hypersensitivity","0.13696","clinical attribute - finding - pathologic function"
"allergy severity - severe","0.12174","finding"
"mental disorders","0.11304","mental or behavioral dysfunction"
"depressed mood","0.10870","finding - mental or behavioral dysfunction"
"hypertensive disease","0.09783","biologically active substance - disease or syndrome - finding"
"bipolar disorder","0.09348","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.09348","organic chemical - pharmacologic substance"
"unstable status","0.09348","finding"
"physical assessment findings","0.09130","finding"
"body mass index","0.08696","clinical attribute - diagnostic procedure"
"intravenous infusion procedures","0.08696","therapeutic or preventive procedure"
"anorexia nervosa","0.08478","mental or behavioral dysfunction"
"pharmaceutical preparations","0.08261","pharmacologic substance"
"suicidal","0.08043","finding"
"psychotropic drugs","0.08043","pharmacologic substance"
"schizophrenia","0.07826","mental or behavioral dysfunction"
"binge eating disorder","0.06957","mental or behavioral dysfunction"
"bulimia nervosa","0.06957","mental or behavioral dysfunction"
"psychotherapy","0.06957","therapeutic or preventive procedure"
"malignant neoplasms","0.06957","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"antidepressive agents","0.06739","pharmacologic substance"
"obesity","0.06522","disease or syndrome - finding"
"hepatic","0.06304","body location or region"
"antipsychotic agents","0.06304","pharmacologic substance"
"weighing patient","0.06087","diagnostic procedure - finding"
"suicidality","0.05217","clinical attribute"
"alcohol abuse","0.05217","mental or behavioral dysfunction"
"positive finding","0.04783","finding"
"contraceptive methods","0.04565","therapeutic or preventive procedure"
"congenital abnormality","0.04565","congenital abnormality - disease or syndrome"
"smoker","0.04565","finding"
"kidney diseases","0.04348","disease or syndrome"
"psychiatric problem","0.04348","mental or behavioral dysfunction"
"operative surgical procedures","0.04348","diagnostic procedure - therapeutic or preventive procedure"
"skeletal bone","0.04130","body location or region - body part, organ, or organ component - body substance - disease or syndrome"
"blood pressure finding","0.04130","finding"
"smoking","0.04130","hazardous or poisonous substance - individual behavior"
"disability","0.03913","finding"
"pregnancy tests","0.03696","diagnostic procedure"
"cardiovascular diseases","0.03696","disease or syndrome"
"infantile neuroaxonal dystrophy","0.03696","disease or syndrome"
"adrenal cortex hormones","0.03696","pharmacologic substance"
"epilepsy","0.03478","disease or syndrome"
"diabetes mellitus non-insulin-dependent","0.03478","disease or syndrome"
"magnetic resonance imaging","0.03478","diagnostic procedure"
"heart diseases","0.03478","disease or syndrome"
"glucose","0.03478","biologically active substance - pharmacologic substance"
"exercise pain management","0.03478","therapeutic or preventive procedure"
"dementia","0.03478","mental or behavioral dysfunction"
"chronic disease","0.03478","disease or syndrome"
"moderate adverse event","0.03261","finding"
"liver diseases","0.03261","disease or syndrome"
"personality disorders","0.03261","mental or behavioral dysfunction"
"metabolic diseases","0.03261","disease or syndrome"
"unipolar depression","0.03261","mental or behavioral dysfunction"
"food allergy","0.03261","disease or syndrome"
"cerebrovascular accident","0.03261","disease or syndrome - therapeutic or preventive procedure"
"alcoholic intoxication chronic","0.03043","mental or behavioral dysfunction"
"claustrophobia","0.03043","mental or behavioral dysfunction"
"suicide","0.03043","finding - mental or behavioral dysfunction"
"mental retardation","0.03043","mental or behavioral dysfunction"
"bariatric surgery","0.03043","therapeutic or preventive procedure"
"contraceptives oral","0.03043","pharmacologic substance - therapeutic or preventive procedure"
"nervous system disorder","0.03043","disease or syndrome"
"arteries","0.02826","body part, organ, or organ component"
"breast","0.02826","body part, organ, or organ component"
"thyroid gland","0.02826","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"cognitive therapy","0.02826","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"mass of body structure","0.02826","finding"
"negative finding","0.02391","finding"
"diabetic","0.02174","finding"
"anorexia nervosa-bulimia","0.02174","disease or syndrome"
"pregnancy test negative","0.01957","finding - laboratory or test result"
"anxiety disorders","0.01739","finding - mental or behavioral dysfunction"
"insulin","0.01739","pharmacologic substance"
"diabetes mellitus insulin-dependent","0.01522","disease or syndrome"
"medical history","0.01304","finding"
"hunger","0.00870","sign or symptom"
"actual effective weight","0.00870","finding"
"ideal body weight","0.00652","clinical attribute"
"sexual intercourse - finding","0.00652","finding"
"multiple endocrine neoplasia","0.00652","antibiotic - neoplastic process - organic chemical"
"overweight","0.00217","sign or symptom"
