"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"body mass index","0.467","clinical attribute - diagnostic procedure"
"eating disorders","0.293","mental or behavioral dysfunction"
"gravidity","0.287","finding"
"intravenous infusion procedures","0.259","therapeutic or preventive procedure"
"anorexia nervosa","0.241","mental or behavioral dysfunction"
"ethanol","0.217","organic chemical - pharmacologic substance"
"binge eating disorder","0.193","mental or behavioral dysfunction"
"substance abuse problem","0.191","mental or behavioral dysfunction"
"mass of body structure","0.189","finding"
"pharmacologic substance","0.167","pharmacologic substance - therapeutic or preventive procedure"
"mental disorders","0.165","mental or behavioral dysfunction"
"psychotic disorders","0.161","mental or behavioral dysfunction"
"body weight decreased","0.161","finding"
"bulimia nervosa","0.148","mental or behavioral dysfunction"
"hypersensitivity","0.146","clinical attribute - finding - pathologic function"
"allergy severity - severe","0.135","finding"
"physical assessment findings","0.133","finding"
"weighing patient","0.126","diagnostic procedure - finding"
"depressed mood","0.126","finding - mental or behavioral dysfunction"
"obesity","0.126","disease or syndrome - finding"
"active brand of pseudoephedrine-triprolidine","0.113","organic chemical - pharmacologic substance"
"hypertensive disease","0.109","biologically active substance - disease or syndrome - finding"
"bipolar disorder","0.098","mental or behavioral dysfunction"
"unstable status","0.098","finding"
"psychotropic drugs","0.093","pharmacologic substance"
"malignant neoplasms","0.089","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"schizophrenia","0.089","mental or behavioral dysfunction"
"pharmaceutical preparations","0.085","pharmacologic substance"
"suicidal","0.083","finding"
"contraceptive methods","0.083","therapeutic or preventive procedure"
"psychotherapy","0.080","therapeutic or preventive procedure"
"antidepressive agents","0.072","pharmacologic substance"
"antipsychotic agents","0.070","pharmacologic substance"
"hepatic","0.067","body location or region"
"diabetes mellitus non-insulin-dependent","0.065","disease or syndrome"
"smoker","0.065","finding"
"pregnancy tests","0.059","diagnostic procedure"
"blood pressure finding","0.059","finding"
"multiple endocrine neoplasia","0.059","antibiotic - neoplastic process - organic chemical"
"smoking","0.059","hazardous or poisonous substance - individual behavior"
"positive finding","0.057","finding"
"suicidality","0.057","clinical attribute"
"negative finding","0.057","finding"
"operative surgical procedures","0.054","diagnostic procedure - therapeutic or preventive procedure"
"alcohol abuse","0.054","mental or behavioral dysfunction"
"ideal body weight","0.054","clinical attribute"
"congenital abnormality","0.052","congenital abnormality - disease or syndrome"
"glucose","0.050","biologically active substance - pharmacologic substance"
"moderate adverse event","0.050","finding"
"psychiatric problem","0.048","mental or behavioral dysfunction"
"overweight","0.048","sign or symptom"
"kidney diseases","0.043","disease or syndrome"
"disability","0.043","finding"
"skeletal bone","0.043","body location or region - body part, organ, or organ component - body substance - disease or syndrome"
"chronic disease","0.043","disease or syndrome"
"personality disorders","0.041","mental or behavioral dysfunction"
"amenorrhea","0.041","disease or syndrome"
"insulin","0.041","pharmacologic substance"
"exercise pain management","0.041","therapeutic or preventive procedure"
"infantile neuroaxonal dystrophy","0.041","disease or syndrome"
"unipolar depression","0.041","mental or behavioral dysfunction"
"diabetic","0.039","finding"
"thyroid gland","0.039","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"bariatric surgery","0.039","therapeutic or preventive procedure"
"adrenal cortex hormones","0.039","pharmacologic substance"
"cardiovascular diseases","0.039","disease or syndrome"
"contraceptives oral","0.039","pharmacologic substance - therapeutic or preventive procedure"
"diabetes mellitus insulin-dependent","0.039","disease or syndrome"
"cerebrovascular accident","0.037","disease or syndrome - therapeutic or preventive procedure"
"food allergy","0.037","disease or syndrome"
"epilepsy","0.037","disease or syndrome"
"metabolic diseases","0.037","disease or syndrome"
"heart diseases","0.037","disease or syndrome"
"magnetic resonance imaging","0.037","diagnostic procedure"
"dementia","0.037","mental or behavioral dysfunction"
"liver diseases","0.035","disease or syndrome"
"anxiety disorders","0.033","finding - mental or behavioral dysfunction"
"anorexia nervosa-bulimia","0.033","disease or syndrome"
"alcoholic intoxication chronic","0.033","mental or behavioral dysfunction"
"mental retardation","0.033","mental or behavioral dysfunction"
"breast","0.033","body part, organ, or organ component"
"pregnancy test negative","0.033","finding - laboratory or test result"
"cognitive therapy","0.033","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"suicide","0.030","finding - mental or behavioral dysfunction"
"arteries","0.030","body part, organ, or organ component"
"claustrophobia","0.030","mental or behavioral dysfunction"
"medical history","0.030","finding"
"nervous system disorder","0.030","disease or syndrome"
"hunger","0.030","sign or symptom"
"sexual intercourse - finding","0.030","finding"
"actual effective weight","0.030","finding"
