"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"body mass index","0.41739","clinical attribute - diagnostic procedure"
"intravenous infusion procedures","0.21739","therapeutic or preventive procedure"
"anorexia nervosa","0.18043","mental or behavioral dysfunction"
"eating disorders","0.17391","mental or behavioral dysfunction"
"mass of body structure","0.16522","finding"
"binge eating disorder","0.14783","mental or behavioral dysfunction"
"bulimia nervosa","0.09565","mental or behavioral dysfunction"
"obesity","0.08478","disease or syndrome - finding"
"weighing patient","0.06739","diagnostic procedure - finding"
"mental disorders","0.06304","mental or behavioral dysfunction"
"physical assessment findings","0.05652","finding"
"multiple endocrine neoplasia","0.05217","antibiotic - neoplastic process - organic chemical"
"ideal body weight","0.05000","clinical attribute"
"overweight","0.04565","sign or symptom"
"contraceptive methods","0.04348","therapeutic or preventive procedure"
"amenorrhea","0.04130","disease or syndrome"
"diabetes mellitus non-insulin-dependent","0.03696","disease or syndrome"
"negative finding","0.03478","finding"
"gravidity","0.03043","finding"
"malignant neoplasms","0.03043","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"body weight decreased","0.02826","finding"
"insulin","0.02609","pharmacologic substance"
"moderate adverse event","0.02391","finding"
"active brand of pseudoephedrine-triprolidine","0.02391","organic chemical - pharmacologic substance"
"sexual intercourse - finding","0.02391","finding"
"pregnancy tests","0.02391","diagnostic procedure"
"diabetes mellitus insulin-dependent","0.02391","disease or syndrome"
"depressed mood","0.02391","finding - mental or behavioral dysfunction"
"smoker","0.02391","finding"
"hunger","0.02174","sign or symptom"
"actual effective weight","0.02174","finding"
"diabetic","0.02174","finding"
"smoking","0.02174","hazardous or poisonous substance - individual behavior"
"psychotropic drugs","0.01957","pharmacologic substance"
"blood pressure finding","0.01957","finding"
"operative surgical procedures","0.01739","diagnostic procedure - therapeutic or preventive procedure"
"medical history","0.01739","finding"
"allergy severity - severe","0.01739","finding"
"glucose","0.01739","biologically active substance - pharmacologic substance"
"anxiety disorders","0.01522","finding - mental or behavioral dysfunction"
"ethanol","0.01522","organic chemical - pharmacologic substance"
"unipolar depression","0.01304","mental or behavioral dysfunction"
"bariatric surgery","0.01304","therapeutic or preventive procedure"
"pregnancy test negative","0.01304","finding - laboratory or test result"
"anorexia nervosa-bulimia","0.01304","disease or syndrome"
"psychotherapy","0.01304","therapeutic or preventive procedure"
"hypertensive disease","0.01304","biologically active substance - disease or syndrome - finding"
"psychotic disorders","0.01087","mental or behavioral dysfunction"
"psychiatric problem","0.01087","mental or behavioral dysfunction"
"positive finding","0.01087","finding"
"schizophrenia","0.01087","mental or behavioral dysfunction"
"thyroid gland","0.01087","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"contraceptives oral","0.01087","pharmacologic substance - therapeutic or preventive procedure"
"hypersensitivity","0.01087","clinical attribute - finding - pathologic function"
"skeletal bone","0.00870","body location or region - body part, organ, or organ component - body substance - disease or syndrome"
"personality disorders","0.00870","mental or behavioral dysfunction"
"infantile neuroaxonal dystrophy","0.00870","disease or syndrome"
"antipsychotic agents","0.00870","pharmacologic substance"
"exercise pain management","0.00870","therapeutic or preventive procedure"
"antidepressive agents","0.00870","pharmacologic substance"
"chronic disease","0.00870","disease or syndrome"
"substance abuse problem","0.00652","mental or behavioral dysfunction"
"pharmacologic substance","0.00652","pharmacologic substance - therapeutic or preventive procedure"
"hepatic","0.00652","body location or region"
"bipolar disorder","0.00652","mental or behavioral dysfunction"
"pharmaceutical preparations","0.00652","pharmacologic substance"
"congenital abnormality","0.00652","congenital abnormality - disease or syndrome"
"food allergy","0.00652","disease or syndrome"
"cognitive therapy","0.00652","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"suicidal","0.00435","finding"
"disability","0.00435","finding"
"metabolic diseases","0.00435","disease or syndrome"
"magnetic resonance imaging","0.00435","diagnostic procedure"
"alcoholic intoxication chronic","0.00435","mental or behavioral dysfunction"
"suicidality","0.00435","clinical attribute"
"unstable status","0.00435","finding"
"cerebrovascular accident","0.00435","disease or syndrome - therapeutic or preventive procedure"
"breast","0.00435","body part, organ, or organ component"
"epilepsy","0.00217","disease or syndrome"
"arteries","0.00217","body part, organ, or organ component"
"liver diseases","0.00217","disease or syndrome"
"alcohol abuse","0.00217","mental or behavioral dysfunction"
"cardiovascular diseases","0.00217","disease or syndrome"
"mental retardation","0.00217","mental or behavioral dysfunction"
"heart diseases","0.00217","disease or syndrome"
"dementia","0.00217","mental or behavioral dysfunction"
"adrenal cortex hormones","0.00217","pharmacologic substance"
