"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"psychotic disorders","0.29482","mental or behavioral dysfunction"
"epilepsy","0.23347","disease or syndrome"
"pharmacologic substance","0.22072","pharmacologic substance - therapeutic or preventive procedure"
"allergy severity - severe","0.21116","finding"
"bipolar disorder","0.21036","mental or behavioral dysfunction"
"autistic disorder","0.17769","mental or behavioral dysfunction"
"hypersensitivity","0.17689","clinical attribute - finding - pathologic function"
"attention deficit hyperactivity disorder","0.17530","disease or syndrome - mental or behavioral dysfunction"
"pervasive development disorder","0.17450","congenital abnormality - inorganic chemical - mental or behavioral dysfunction - pharmacologic substance"
"gravidity","0.17211","finding"
"intravenous infusion procedures","0.15458","therapeutic or preventive procedure"
"developmental disabilities","0.15219","mental or behavioral dysfunction"
"substance abuse problem","0.14263","mental or behavioral dysfunction"
"mental disorders","0.13865","mental or behavioral dysfunction"
"schizophrenia","0.13386","mental or behavioral dysfunction"
"psychotropic drugs","0.12510","pharmacologic substance"
"mental retardation","0.12510","mental or behavioral dysfunction"
"suicidal","0.11713","finding"
"anxiety disorders","0.11633","finding - mental or behavioral dysfunction"
"ethanol","0.11554","organic chemical - pharmacologic substance"
"active brand of pseudoephedrine-triprolidine","0.11474","organic chemical - pharmacologic substance"
"depressed mood","0.11235","finding - mental or behavioral dysfunction"
"pharmaceutical preparations","0.11076","pharmacologic substance"
"unstable status","0.11076","finding"
"tic disorder","0.10598","mental or behavioral dysfunction"
"kidney","0.10120","body part, organ, or organ component"
"hypertensive disease","0.09721","biologically active substance - disease or syndrome - finding"
"positive finding","0.09562","finding"
"nervous system disorder","0.09402","disease or syndrome"
"congenital abnormality","0.09323","congenital abnormality - disease or syndrome"
"stimulant","0.08606","pharmacologic substance"
"fever","0.08606","finding"
"antipsychotic agents","0.08207","pharmacologic substance"
"contraceptive methods","0.07490","therapeutic or preventive procedure"
"febrile convulsions","0.07092","disease or syndrome - pharmacologic substance"
"physical assessment findings","0.07092","finding"
"family history","0.06773","congenital abnormality - disease or syndrome - enzyme - finding"
"electrocardiogram","0.06773","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"obsessive-compulsive disorder","0.06773","disease or syndrome - mental or behavioral dysfunction"
"hepatic","0.06534","body location or region"
"craniocerebral trauma","0.06454","injury or poisoning"
"disability","0.06375","finding"
"blood pressure finding","0.06135","finding"
"conduct disorder","0.05896","mental or behavioral dysfunction"
"gene therapy","0.05896","therapeutic or preventive procedure"
"unipolar depression","0.05657","mental or behavioral dysfunction"
"injury wounds","0.05498","body substance - injury or poisoning"
"screening for cancer","0.05418","diagnostic procedure"
"nervousness","0.05339","sign or symptom"
"neurological observations","0.05339","finding"
"major depressive disorder","0.05259","mental or behavioral dysfunction"
"diagnosis psychiatric","0.05259","mental or behavioral dysfunction"
"autism spectrum disorders","0.05100","congenital abnormality - mental or behavioral dysfunction"
"post-traumatic stress disorder","0.04940","mental or behavioral dysfunction"
"brain injuries","0.04781","injury or poisoning"
"methylphenidate","0.04701","organic chemical - pharmacologic substance"
"cardiovascular diseases","0.04622","disease or syndrome"
"nicotine","0.04622","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"malignant neoplasms","0.04622","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"atomoxetine","0.04542","organic chemical - pharmacologic substance"
"glaucoma","0.04542","disease or syndrome - finding"
"suicidality","0.04462","clinical attribute"
"anticonvulsants","0.04462","pharmacologic substance"
"antidepressive agents","0.04382","pharmacologic substance"
"monoamine oxidase inhibitors","0.04303","organic chemical - pharmacologic substance"
"mood disorders","0.04303","mental or behavioral dysfunction"
