"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"intravenous infusion procedures","0.412","therapeutic or preventive procedure"
"osteochondritis dissecans","0.383","disease or syndrome - mental or behavioral dysfunction"
"psychotic disorders","0.319","mental or behavioral dysfunction"
"bipolar disorder","0.295","mental or behavioral dysfunction"
"schizophrenia","0.266","mental or behavioral dysfunction"
"personality disorders","0.260","mental or behavioral dysfunction"
"gravidity","0.222","finding"
"substance abuse problem","0.213","mental or behavioral dysfunction"
"obsessive-compulsive disorder","0.199","disease or syndrome - mental or behavioral dysfunction"
"depressed mood","0.193","finding - mental or behavioral dysfunction"
"mental disorders","0.190","mental or behavioral dysfunction"
"allergy severity - severe","0.187","finding"
"suicidal","0.184","finding"
"contraceptive methods","0.181","therapeutic or preventive procedure"
"borderline personality disorder","0.181","disease or syndrome - mental or behavioral dysfunction"
"pharmacologic substance","0.158","pharmacologic substance - therapeutic or preventive procedure"
"psychotropic drugs","0.158","pharmacologic substance"
"antipsychotic agents","0.155","pharmacologic substance"
"mental retardation","0.152","mental or behavioral dysfunction"
"unstable status","0.143","finding"
"ethanol","0.140","organic chemical - pharmacologic substance"
"active brand of pseudoephedrine-triprolidine","0.137","organic chemical - pharmacologic substance"
"anxiety disorders","0.135","finding - mental or behavioral dysfunction"
"substance dependence","0.126","mental or behavioral dysfunction"
"selective serotonin re-uptake inhibitor","0.123","pharmacologic substance"
"cognitive therapy","0.120","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"hypersensitivity","0.114","clinical attribute - finding - pathologic function"
"behavior therapy","0.114","therapeutic or preventive procedure"
"epilepsy","0.105","disease or syndrome"
"antidepressive agents","0.105","pharmacologic substance"
"psychotherapy","0.102","therapeutic or preventive procedure"
"compulsive disorder","0.096","finding"
"nervous system disorder","0.096","disease or syndrome"
"fluoxetine","0.094","organic chemical - pharmacologic substance"
"physical assessment findings","0.094","finding"
"tic disorder","0.091","mental or behavioral dysfunction"
"schizoaffective disorder","0.091","mental or behavioral dysfunction"
"suicidality","0.082","clinical attribute"
"major depressive disorder","0.079","mental or behavioral dysfunction"
"positive finding","0.076","finding"
"dementia","0.076","mental or behavioral dysfunction"
"autistic disorder","0.076","mental or behavioral dysfunction"
"pharmaceutical preparations","0.076","pharmacologic substance"
"pervasive development disorder","0.073","congenital abnormality - inorganic chemical - mental or behavioral dysfunction - pharmacologic substance"
"moderate adverse event","0.073","finding"
"kidney","0.073","body part, organ, or organ component"
"severe combined immunodeficiency","0.070","diagnostic procedure - disease or syndrome"
"developmental disabilities","0.070","mental or behavioral dysfunction"
"unipolar depression","0.067","mental or behavioral dysfunction"
"heart","0.064","body part, organ, or organ component - pharmacologic substance"
"serotonin uptake inhibitors","0.064","pharmacologic substance"
"sertraline","0.061","organic chemical - pharmacologic substance"
"clomipramine","0.061","organic chemical - pharmacologic substance"
"craniocerebral trauma","0.061","injury or poisoning"
"negative finding","0.058","finding"
"post-traumatic stress disorder","0.058","mental or behavioral dysfunction"
"citalopram","0.056","organic chemical - pharmacologic substance"
"congenital abnormality","0.056","congenital abnormality - disease or syndrome"
"pregnancy tests","0.056","diagnostic procedure"
"fluvoxamine","0.053","organic chemical - pharmacologic substance"
"eating disorders","0.053","mental or behavioral dysfunction"
"prophylactic treatment","0.050","therapeutic or preventive procedure"
"benzodiazepines","0.050","organic chemical - pharmacologic substance"
"psychotic symptoms","0.050","sign or symptom"
"malignant neoplasms","0.050","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"injury wounds","0.050","body substance - injury or poisoning"
"hepatic","0.050","body location or region"
"magnetic resonance imaging","0.047","diagnostic procedure"
"suicide attempt","0.047","finding - mental or behavioral dysfunction"
"nicotine","0.044","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"generalized anxiety disorder","0.044","mental or behavioral dysfunction"
"attention deficit hyperactivity disorder","0.044","disease or syndrome - mental or behavioral dysfunction"
"phobic anxiety disorder","0.044","mental or behavioral dysfunction"
"neoplasm metastasis","0.044","neoplastic process"
"paroxetine","0.044","organic chemical - pharmacologic substance"
"treatment protocols","0.041","therapeutic or preventive procedure"
"anxiety generalized","0.041","mental or behavioral dysfunction"
"mood disorders","0.041","mental or behavioral dysfunction"
"screening for cancer","0.041","diagnostic procedure"
"monoamine oxidase inhibitors","0.041","organic chemical - pharmacologic substance"
"implantation procedure","0.041","therapeutic or preventive procedure"
"treatment-psychosocial effects","0.038","finding"
"hypertensive disease","0.038","biologically active substance - disease or syndrome - finding"
"multiple endocrine neoplasia","0.038","antibiotic - neoplastic process - organic chemical"
"electrocardiogram","0.038","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"obsessions","0.038","mental or behavioral dysfunction"
"gilles de la tourette syndrome","0.035","body part, organ, or organ component - disease or syndrome - finding - mental or behavioral dysfunction - neoplastic process"
"pharmacotherapy","0.035","therapeutic or preventive procedure"
"augmentation procedure","0.035","therapeutic or preventive procedure"
"relate - vinyl resin","0.035","organic chemical"
"escitalopram","0.035","organic chemical - pharmacologic substance"
"claustrophobia","0.035","mental or behavioral dysfunction"
"current therapy","0.035","therapeutic or preventive procedure"
"anti-anxiety agents","0.032","pharmacologic substance"
"anorexia nervosa","0.032","mental or behavioral dysfunction"
"lactation","0.032","organ or tissue function"
"therapeutic brand of coal tar","0.032","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"hyperactive behavior","0.032","finding"
"panic disorder","0.032","disease or syndrome - mental or behavioral dysfunction"
"obsessive compulsive behavior","0.032","mental or behavioral dysfunction"
