"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"psychotic disorders","0.30117","mental or behavioral dysfunction"
"bipolar disorder","0.28070","mental or behavioral dysfunction"
"schizophrenia","0.23977","mental or behavioral dysfunction"
"substance abuse problem","0.20760","mental or behavioral dysfunction"
"gravidity","0.19591","finding"
"intravenous infusion procedures","0.19298","therapeutic or preventive procedure"
"suicidal","0.16374","finding"
"allergy severity - severe","0.15789","finding"
"mental retardation","0.14912","mental or behavioral dysfunction"
"osteochondritis dissecans","0.14327","disease or syndrome - mental or behavioral dysfunction"
"unstable status","0.13743","finding"
"pharmacologic substance","0.12573","pharmacologic substance - therapeutic or preventive procedure"
"substance dependence","0.12573","mental or behavioral dysfunction"
"depressed mood","0.12573","finding - mental or behavioral dysfunction"
"mental disorders","0.12573","mental or behavioral dysfunction"
"ethanol","0.11988","organic chemical - pharmacologic substance"
"active brand of pseudoephedrine-triprolidine","0.11988","organic chemical - pharmacologic substance"
"psychotropic drugs","0.11988","pharmacologic substance"
"antipsychotic agents","0.10819","pharmacologic substance"
"contraceptive methods","0.10526","therapeutic or preventive procedure"
"hypersensitivity","0.10526","clinical attribute - finding - pathologic function"
"epilepsy","0.10234","disease or syndrome"
"cognitive therapy","0.09942","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"personality disorders","0.09357","mental or behavioral dysfunction"
"psychotherapy","0.08772","therapeutic or preventive procedure"
"nervous system disorder","0.08480","disease or syndrome"
"suicidality","0.08187","clinical attribute"
"behavior therapy","0.07895","therapeutic or preventive procedure"
"schizoaffective disorder","0.07602","mental or behavioral dysfunction"
"antidepressive agents","0.07602","pharmacologic substance"
"dementia","0.07310","mental or behavioral dysfunction"
"kidney","0.07018","body part, organ, or organ component"
"positive finding","0.06725","finding"
"selective serotonin re-uptake inhibitor","0.06433","pharmacologic substance"
"physical assessment findings","0.06433","finding"
"developmental disabilities","0.06433","mental or behavioral dysfunction"
"pervasive development disorder","0.06140","congenital abnormality - inorganic chemical - mental or behavioral dysfunction - pharmacologic substance"
"anxiety disorders","0.05848","finding - mental or behavioral dysfunction"
