"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"attention deficit hyperactivity disorder","0.414","disease or syndrome - mental or behavioral dysfunction"
"intravenous infusion procedures","0.350","therapeutic or preventive procedure"
"psychotic disorders","0.310","mental or behavioral dysfunction"
"pervasive development disorder","0.261","congenital abnormality - inorganic chemical - mental or behavioral dysfunction - pharmacologic substance"
"autistic disorder","0.258","mental or behavioral dysfunction"
"developmental disabilities","0.219","mental or behavioral dysfunction"
"allergy severity - severe","0.211","finding"
"pharmacologic substance","0.208","pharmacologic substance - therapeutic or preventive procedure"
"bipolar disorder","0.202","mental or behavioral dysfunction"
"mental disorders","0.188","mental or behavioral dysfunction"
"epilepsy","0.184","disease or syndrome"
"depressed mood","0.170","finding - mental or behavioral dysfunction"
"anxiety disorders","0.159","finding - mental or behavioral dysfunction"
"hypersensitivity","0.154","clinical attribute - finding - pathologic function"
"psychotropic drugs","0.147","pharmacologic substance"
"mental retardation","0.144","mental or behavioral dysfunction"
"schizophrenia","0.139","mental or behavioral dysfunction"
"suicidal","0.127","finding"
"physical assessment findings","0.122","finding"
"substance abuse problem","0.120","mental or behavioral dysfunction"
"gravidity","0.117","finding"
"conduct disorder","0.113","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.110","organic chemical - pharmacologic substance"
"hyperactive behavior","0.102","finding"
"stimulant","0.097","pharmacologic substance"
"antipsychotic agents","0.086","pharmacologic substance"
"autism spectrum disorders","0.086","congenital abnormality - mental or behavioral dysfunction"
"ethanol","0.085","organic chemical - pharmacologic substance"
"obsessive-compulsive disorder","0.083","disease or syndrome - mental or behavioral dysfunction"
"major depressive disorder","0.082","mental or behavioral dysfunction"
"hypertensive disease","0.080","biologically active substance - disease or syndrome - finding"
"positive finding","0.080","finding"
"unstable status","0.076","finding"
"disability","0.074","finding"
"pharmaceutical preparations","0.074","pharmacologic substance"
"post-traumatic stress disorder","0.074","mental or behavioral dysfunction"
"tic disorder","0.073","mental or behavioral dysfunction"
"congenital abnormality","0.071","congenital abnormality - disease or syndrome"
"electrocardiogram","0.071","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"fever","0.069","finding"
"antidepressive agents","0.069","pharmacologic substance"
"methylphenidate","0.068","organic chemical - pharmacologic substance"
"mood disorders","0.065","mental or behavioral dysfunction"
"body mass index","0.065","clinical attribute - diagnostic procedure"
"kidney","0.063","body part, organ, or organ component"
"blood pressure finding","0.062","finding"
"attention deficit disorder","0.062","disease or syndrome - mental or behavioral dysfunction"
"contraceptive methods","0.062","therapeutic or preventive procedure"
"nervous system disorder","0.062","disease or syndrome"
"unipolar depression","0.062","mental or behavioral dysfunction"
"psychotherapy","0.057","therapeutic or preventive procedure"
"nitric oxide synthase","0.054","enzyme"
"febrile convulsions","0.051","disease or syndrome - pharmacologic substance"
"pregnancy tests","0.051","diagnostic procedure"
"diagnosis psychiatric","0.049","mental or behavioral dysfunction"
"atomoxetine","0.049","organic chemical - pharmacologic substance"
"eating disorders","0.049","mental or behavioral dysfunction"
"osteochondritis dissecans","0.048","disease or syndrome - mental or behavioral dysfunction"
"family history","0.048","congenital abnormality - disease or syndrome - enzyme - finding"
"generalized anxiety disorder","0.048","mental or behavioral dysfunction"
"stress disorders traumatic","0.046","mental or behavioral dysfunction"
"moderate adverse event","0.046","finding"
"suicidality","0.046","clinical attribute"
"anxiety generalized","0.046","mental or behavioral dysfunction"
"craniocerebral trauma","0.045","injury or poisoning"
"anticonvulsants","0.045","pharmacologic substance"
"oppositional defiant disorder","0.045","mental or behavioral dysfunction"
"sexual intercourse - finding","0.045","finding"
"phobic anxiety disorder","0.043","mental or behavioral dysfunction"
"screening for cancer","0.043","diagnostic procedure"
"compulsive disorder","0.043","finding"
"observation - diagnostic procedure","0.043","diagnostic procedure"
"negative finding","0.043","finding"
"supernumerary mandibular right primary canine","0.042","body part, organ, or organ component"
"nervousness","0.042","sign or symptom"
"malignant neoplasms","0.040","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"injury wounds","0.040","body substance - injury or poisoning"
"pharmacotherapy","0.040","therapeutic or preventive procedure"
"heart diseases","0.040","disease or syndrome"
"neurological observations","0.040","finding"
"phobia social","0.039","mental or behavioral dysfunction"
"suicide attempt","0.039","finding - mental or behavioral dysfunction"
"diastasis","0.037","pathologic function"
"hepatic","0.037","body location or region"
"brain injuries","0.037","injury or poisoning"
"cardiovascular diseases","0.037","disease or syndrome"
"hoxa10 protein human","0.035","biologically active substance - body location or region"
"serum","0.035","biologically active substance - body substance - pharmacologic substance"
"gene therapy","0.035","therapeutic or preventive procedure"
"behavior therapy","0.035","therapeutic or preventive procedure"
"glaucoma","0.035","disease or syndrome - finding"
"fluoxetine","0.035","organic chemical - pharmacologic substance"
"treatment protocols","0.034","therapeutic or preventive procedure"
"relate - vinyl resin","0.034","organic chemical"
"schizoaffective disorder","0.034","mental or behavioral dysfunction"
"surgical revision","0.034","therapeutic or preventive procedure"
"separation anxiety disorder","0.034","mental or behavioral dysfunction"
"monoamine oxidase inhibitors","0.032","organic chemical - pharmacologic substance"
"medical history","0.032","finding"
"selective serotonin re-uptake inhibitor","0.032","pharmacologic substance"
"aggressive behavior","0.031","mental or behavioral dysfunction"
"drug abuse","0.031","mental or behavioral dysfunction"
